SquareMeters,NumberOfRooms,HasYard,NumPrevOwners,Attic,HasGuestRoom,category
1668,74,0.0,2.0,6615,10,Basic
74500,68,0.0,9.0,3341,5,Basic
88272,79,1.0,8.0,1243,2,Basic
42230,5,0.0,10.0,9183,8,Basic
21346,36,1.0,8.0,5489,6,Basic
62388,33,1.0,8.0,7307,4,Basic
9196,17,0.0,9.0,4963,9,Basic
3939,40,1.0,6.0,8560,6,Luxury
5132,54,1.0,1.0,5389,2,Basic
52820,58,1.0,10.0,248,7,Basic
56694,26,0.0,4.0,3036,10,Basic
21648,13,1.0,10.0,1715,9,Luxury
11513,88,1.0,4.0,4854,2,Luxury
86850,86,0.0,3.0,4384,6,Basic
84311,87,1.0,10.0,4324,10,Basic
84311,87,1.0,10.0,4324,10,Basic
84311,87,1.0,10.0,4324,10,Basic
84311,4,0.0,4.0,3812,4,Basic
84311,4,0.0,4.0,3812,4,Basic
84311,4,0.0,4.0,3812,4,Basic
84311,44,1.0,9.0,6898,1,Basic
84311,44,1.0,9.0,6898,1,Basic
84311,44,1.0,9.0,6898,1,Basic
70139,57,1.0,2.0,2078,8,Basic
38691,59,1.0,6.0,8502,6,Basic
4769,15,1.0,10.0,2093,9,Basic
4456,65,1.0,10.0,8645,2,Basic
66727,25,0.0,3.0,569,4,Basic
21856,5,1.0,6.0,3619,5,Basic
73542,93,0.0,7.0,6635,3,Basic
13423,62,0.0,6.0,711,10,Basic
91361,89,0.0,6.0,945,8,Basic
8583,64,1.0,1.0,4576,4,Basic
67671,96,0.0,10.0,1761,5,Basic
74235,80,0.0,9.0,3927,0,Basic
37531,25,1.0,3.0,6261,8,Basic
66610,8,0.0,7.0,1202,10,Basic
88869,11,0.0,7.0,1895,5,Basic
56102,64,1.0,1.0,6292,1,Basic
98114,73,1.0,10.0,3127,0,Basic
82310,95,1.0,10.0,673,10,Luxury
6601,52,1.0,6.0,927,4,Basic
39130,3,0.0,10.0,2622,6,Basic
26848,77,1.0,8.0,865,1,Luxury
77975,28,1.0,10.0,8536,10,Luxury
78739,4,1.0,3.0,8138,6,Basic
59704,32,0.0,8.0,157,5,Basic
1634,10,0.0,9.0,5899,6,Basic
83954,71,0.0,8.0,143,9,Basic
6381,56,0.0,1.0,7504,2,Basic
16817,53,0.0,2.0,7012,0,Basic
88402,75,0.0,3.0,9712,0,Basic
12020,56,1.0,2.0,5416,2,Basic
16602,31,0.0,8.0,7057,1,Basic
81800,16,0.0,6.0,6438,8,Basic
211,10,0.0,5.0,1039,1,Basic
21106,58,1.0,10.0,3590,2,Basic
53833,77,0.0,8.0,3220,1,Basic
96246,62,1.0,3.0,6455,7,Basic
62199,61,0.0,9.0,2759,8,Basic
67216,72,1.0,6.0,316,3,Basic
82395,4,1.0,5.0,1725,3,Luxury
89880,93,1.0,10.0,4737,4,Basic
42686,61,0.0,5.0,1445,1,Basic
68043,34,0.0,10.0,28,0,Basic
88821,1,0.0,9.0,8434,9,Basic
74641,91,0.0,10.0,6351,4,Basic
32121,41,1.0,10.0,5744,7,Basic
43665,51,0.0,10.0,3646,5,Basic
22849,54,0.0,7.0,5229,8,Basic
51021,1,0.0,6.0,4943,3,Basic
25316,99,1.0,3.0,2275,3,Basic
77346,34,0.0,1.0,6179,4,Basic
18346,7,0.0,4.0,2351,9,Basic
72368,74,1.0,3.0,2219,10,Basic
18014,85,1.0,5.0,7725,3,Basic
56391,99,1.0,4.0,5379,2,Basic
30007,48,1.0,3.0,7327,6,Basic
70179,50,0.0,4.0,9880,2,Basic
4813,2,1.0,6.0,9376,4,Basic
80331,49,0.0,6.0,3504,4,Basic
68153,45,1.0,3.0,9191,5,Luxury
90954,57,1.0,1.0,2717,5,Basic
24168,18,0.0,3.0,4171,4,Basic
10781,21,1.0,9.0,1688,0,Basic
70810,37,1.0,7.0,3127,5,Basic
92505,51,1.0,10.0,8449,0,Luxury
4768,93,0.0,5.0,9010,3,Basic
23668,11,0.0,7.0,1084,10,Basic
27093,14,1.0,6.0,8108,2,Luxury
11519,71,0.0,1.0,7809,9,Basic
90122,35,0.0,8.0,7305,3,Basic
85198,59,0.0,7.0,8880,10,Basic
75571,63,1.0,5.0,5256,0,Basic
61478,48,1.0,4.0,4703,10,Basic
64180,36,1.0,6.0,770,4,Basic
71527,3,1.0,5.0,284,5,Luxury
77855,59,1.0,7.0,7871,2,Luxury
54169,76,1.0,8.0,593,4,Basic
74689,44,1.0,3.0,7185,8,Basic
74689,44,1.0,3.0,7185,8,Basic
74689,60,1.0,9.0,3670,6,Basic
74689,60,1.0,9.0,3670,6,Basic
59509,6,1.0,5.0,2540,3,Basic
5340,86,0.0,10.0,7363,2,Basic
10082,3,1.0,8.0,6289,5,Basic
35763,54,1.0,7.0,460,3,Basic
81375,67,1.0,3.0,4753,5,Basic
74875,7,0.0,4.0,5865,1,Basic
74875,7,0.0,4.0,5865,1,Luxury
74875,98,1.0,4.0,7176,1,Basic
74875,98,1.0,4.0,7176,1,Luxury
14623,98,1.0,4.0,8939,1,Luxury
46282,17,1.0,2.0,8674,6,Luxury
11124,67,1.0,4.0,8771,7,Luxury
20634,23,0.0,8.0,6038,6,Basic
73473,60,1.0,5.0,1608,10,Basic
9130,37,1.0,10.0,5767,2,Luxury
10342,83,1.0,3.0,3600,1,Luxury
30291,10,0.0,8.0,7717,7,Basic
52756,76,1.0,3.0,8343,10,Luxury
56155,23,0.0,8.0,594,1,Basic
45587,15,1.0,6.0,345,3,Basic
21070,90,0.0,9.0,9486,3,Basic
18603,8,1.0,4.0,1445,5,Luxury
85134,29,0.0,8.0,8601,3,Basic
28825,74,1.0,7.0,5456,5,Basic
28825,74,1.0,7.0,5456,5,Basic
28825,79,0.0,4.0,3333,2,Basic
28825,79,0.0,4.0,3333,2,Basic
4680,6,1.0,1.0,5922,8,Basic
35706,65,1.0,2.0,4918,7,Basic
24321,59,1.0,2.0,5226,8,Basic
36321,97,1.0,10.0,937,9,Basic
85415,55,1.0,5.0,9334,6,Basic
8731,90,1.0,10.0,7290,3,Luxury
80634,46,0.0,7.0,5555,8,Basic
30631,13,0.0,2.0,943,8,Basic
56065,35,1.0,3.0,2532,7,Basic
49574,45,0.0,5.0,2897,2,Basic
75408,30,0.0,7.0,2594,4,Basic
735,66,1.0,6.0,8989,4,Basic
925,94,1.0,5.0,3525,4,Basic
925,94,1.0,5.0,3525,4,Basic
925,16,1.0,4.0,727,2,Basic
925,16,1.0,4.0,727,2,Basic
22714,2,0.0,4.0,1845,0,Basic
22714,2,0.0,4.0,1845,0,Basic
22714,17,0.0,2.0,6202,1,Basic
22714,17,0.0,2.0,6202,1,Basic
99053,20,1.0,6.0,5549,1,Basic
65914,5,1.0,8.0,9990,6,Basic
76613,71,1.0,3.0,5931,3,Basic
1862,48,0.0,3.0,8624,3,Basic
27600,13,0.0,5.0,1612,9,Basic
71241,42,0.0,1.0,3969,7,Basic
67247,59,0.0,5.0,6497,3,Basic
79073,21,0.0,4.0,8427,2,Basic
9208,58,0.0,4.0,8968,6,Basic
51875,4,1.0,7.0,3150,4,Basic
92445,92,1.0,2.0,1114,4,Basic
13470,35,0.0,10.0,6041,1,Basic
29722,96,0.0,1.0,6088,5,Basic
18104,76,0.0,2.0,7407,0,Basic
98701,69,1.0,6.0,7051,4,Basic
30239,27,1.0,2.0,6671,0,Luxury
77857,14,0.0,10.0,437,3,Basic
22737,17,1.0,5.0,8462,5,Basic
24896,93,0.0,4.0,8672,4,Basic
98793,70,0.0,4.0,8325,2,Basic
14224,76,1.0,7.0,9669,2,Luxury
65001,18,1.0,6.0,2386,8,Basic
84479,4,0.0,4.0,4058,7,Basic
49415,61,0.0,2.0,294,4,Basic
75177,82,0.0,1.0,3117,1,Basic
95630,42,1.0,10.0,2659,4,Basic
40911,43,1.0,10.0,9423,8,Basic
71151,17,0.0,10.0,7894,1,Basic
48392,44,0.0,7.0,5032,8,Basic
76649,77,0.0,3.0,3412,10,Basic
5390,52,1.0,7.0,1111,6,Basic
44938,58,1.0,6.0,7451,4,Basic
50595,75,0.0,8.0,1253,9,Basic
43776,14,0.0,1.0,4449,4,Basic
70110,98,1.0,4.0,6132,7,Basic
40760,79,0.0,5.0,8537,3,Basic
39524,5,0.0,1.0,3364,7,Basic
6597,10,1.0,4.0,945,10,Basic
19674,84,1.0,1.0,8988,9,Basic
57415,41,1.0,8.0,694,8,Basic
2143,62,0.0,4.0,9402,2,Basic
37302,91,0.0,9.0,87,8,Basic
64964,53,0.0,9.0,726,10,Basic
67691,28,0.0,5.0,8576,10,Basic
727,18,1.0,4.0,9110,7,Basic
70068,31,1.0,4.0,1743,0,Luxury
61771,94,0.0,8.0,6348,9,Basic
62878,95,0.0,6.0,424,3,Basic
64505,89,0.0,1.0,5007,9,Basic
95116,62,1.0,2.0,1122,3,Basic
39418,53,0.0,4.0,5993,7,Basic
47022,14,1.0,4.0,5303,3,Luxury
36778,61,1.0,10.0,2737,6,Luxury
95702,29,1.0,3.0,2189,4,Basic
86793,38,1.0,2.0,3629,6,Basic
12584,20,1.0,3.0,8350,10,Luxury
54520,29,0.0,5.0,8461,6,Basic
4099,40,1.0,9.0,8741,7,Basic
75948,55,0.0,4.0,3622,0,Basic
89305,48,1.0,1.0,4535,8,Basic
26506,95,0.0,3.0,6376,1,Basic
6921,53,0.0,1.0,5529,4,Basic
8346,6,0.0,1.0,3558,0,Basic
90050,66,0.0,10.0,7548,0,Basic
33341,35,0.0,1.0,9374,8,Basic
17467,30,1.0,3.0,5090,3,Basic
67672,30,1.0,3.0,8764,6,Basic
46771,18,0.0,4.0,5702,1,Basic
33700,69,0.0,7.0,8146,3,Basic
95076,10,1.0,6.0,1619,8,Luxury
68535,72,0.0,7.0,610,7,Basic
87567,2,1.0,5.0,4409,8,Basic
47807,31,1.0,5.0,2299,5,Basic
24942,7,1.0,8.0,6778,10,Basic
19702,27,1.0,2.0,2850,5,Basic
7001,85,0.0,8.0,5633,0,Basic
26872,88,1.0,2.0,3737,9,Basic
24081,54,1.0,9.0,694,10,Luxury
40992,23,1.0,7.0,2315,7,Basic
48102,15,1.0,4.0,527,10,Basic
90219,48,1.0,9.0,8708,3,Basic
58935,21,1.0,7.0,974,5,Basic
99277,35,1.0,8.0,6662,10,Luxury
90528,50,0.0,8.0,8759,2,Basic
61867,58,1.0,6.0,6613,4,Basic
61877,97,0.0,9.0,3479,1,Basic
62187,58,0.0,10.0,1773,2,Basic
82176,61,1.0,2.0,1050,8,Luxury
36528,9,0.0,10.0,1545,9,Basic
61942,5,0.0,3.0,1385,3,Basic
97430,86,0.0,10.0,1371,8,Basic
60226,79,1.0,4.0,9557,5,Basic
20346,93,0.0,8.0,4171,0,Basic
65982,64,1.0,4.0,9728,6,Luxury
31886,81,1.0,7.0,2809,5,Basic
98348,93,0.0,9.0,8362,10,Basic
80722,21,0.0,6.0,9407,1,Basic
15588,76,0.0,4.0,1928,4,Basic
41797,63,0.0,2.0,3429,0,Basic
26599,50,0.0,4.0,6735,3,Basic
32874,24,0.0,5.0,9276,9,Basic
22205,71,1.0,9.0,193,7,Luxury
58657,94,0.0,3.0,9572,5,Basic
23552,18,0.0,6.0,2310,4,Basic
23552,18,0.0,6.0,2310,4,Basic
23552,49,1.0,5.0,1627,9,Basic
23552,49,1.0,5.0,1627,9,Basic
93202,11,1.0,4.0,574,0,Basic
48478,59,0.0,6.0,1102,2,Basic
27969,73,1.0,9.0,3714,0,Basic
17015,82,0.0,6.0,4010,4,Basic
25066,8,1.0,1.0,579,3,Basic
31651,14,0.0,1.0,7311,4,Basic
62001,13,0.0,2.0,4442,1,Basic
71532,54,1.0,9.0,7103,6,Basic
45285,12,1.0,2.0,6392,8,Basic
59099,62,0.0,3.0,1659,0,Basic
73048,22,1.0,7.0,4393,3,Basic
2501,79,0.0,2.0,3031,0,Basic
11620,60,1.0,8.0,9393,5,Basic
55228,45,0.0,9.0,1711,9,Basic
83411,4,0.0,4.0,580,1,Basic
44721,100,0.0,3.0,2349,8,Basic
16360,9,0.0,10.0,7700,10,Basic
17306,60,1.0,9.0,5131,10,Basic
49820,15,0.0,9.0,6127,5,Basic
92241,40,1.0,3.0,5495,10,Basic
64318,1,1.0,3.0,5111,10,Luxury
62785,11,1.0,6.0,1510,5,Basic
71517,54,0.0,9.0,2837,8,Basic
48401,39,0.0,2.0,8420,4,Basic
40839,78,1.0,9.0,2511,2,Luxury
44219,15,1.0,5.0,4242,1,Luxury
61455,61,1.0,8.0,6020,1,Basic
31862,2,1.0,1.0,7351,10,Basic
34137,50,1.0,8.0,2589,1,Basic
85661,8,1.0,8.0,9323,10,Basic
60988,68,0.0,1.0,7206,3,Basic
31308,56,0.0,3.0,6205,4,Basic
91419,55,1.0,9.0,6556,2,Basic
46317,95,0.0,3.0,204,2,Basic
46317,95,0.0,3.0,204,2,Basic
46317,20,0.0,6.0,2790,0,Basic
46317,20,0.0,6.0,2790,0,Basic
20810,97,0.0,8.0,1128,4,Basic
72269,72,1.0,9.0,9819,0,Basic
38856,67,0.0,4.0,187,5,Basic
51212,83,0.0,2.0,465,5,Basic
31246,13,0.0,6.0,5932,1,Basic
75354,2,0.0,2.0,8157,8,Basic
69352,30,1.0,10.0,7834,0,Basic
36673,31,1.0,9.0,5467,4,Basic
83421,32,1.0,7.0,6081,8,Luxury
75593,62,1.0,10.0,609,10,Luxury
60653,8,1.0,1.0,7329,10,Basic
17699,64,0.0,3.0,374,6,Basic
11587,41,1.0,1.0,2130,9,Luxury
23262,71,0.0,8.0,2396,9,Basic
60022,52,1.0,8.0,4475,2,Basic
60759,17,0.0,4.0,2866,7,Basic
10798,27,1.0,9.0,3505,6,Basic
13163,46,1.0,3.0,9175,2,Basic
99750,4,1.0,5.0,1496,2,Luxury
78980,10,1.0,9.0,2129,0,Basic
71251,22,1.0,7.0,2165,9,Basic
60656,82,1.0,7.0,6322,4,Luxury
18854,40,1.0,9.0,9065,6,Basic
20282,18,0.0,1.0,9522,6,Basic
87580,59,0.0,5.0,8987,2,Basic
76238,6,0.0,4.0,1896,2,Basic
82707,79,1.0,8.0,8269,2,Basic
78114,81,0.0,4.0,7038,0,Basic
85405,63,1.0,5.0,2349,8,Luxury
92885,73,0.0,10.0,1753,1,Basic
74947,40,1.0,8.0,9180,3,Luxury
81609,100,0.0,8.0,5622,4,Basic
82641,31,0.0,5.0,6775,4,Basic
16411,46,1.0,10.0,7629,2,Luxury
73237,15,1.0,8.0,6765,1,Basic
55821,55,0.0,5.0,1962,6,Basic
38171,51,1.0,1.0,4011,4,Basic
86433,56,0.0,5.0,5351,5,Basic
21136,17,1.0,8.0,2765,5,Basic
48162,83,0.0,6.0,4703,3,Basic
22238,82,1.0,7.0,4728,8,Basic
66813,65,1.0,5.0,2281,10,Basic
79256,48,0.0,10.0,2329,9,Basic
45383,78,1.0,2.0,5987,4,Luxury
33974,38,0.0,6.0,6315,0,Basic
2017,80,1.0,10.0,8177,6,Basic
8318,24,0.0,9.0,9699,3,Basic
78791,82,1.0,10.0,5831,5,Basic
95878,2,0.0,6.0,9166,0,Basic
79499,39,1.0,7.0,2016,4,Luxury
71601,42,0.0,8.0,5261,2,Basic
31995,54,1.0,7.0,7321,0,Basic
5475,37,0.0,5.0,4370,10,Basic
5475,37,0.0,5.0,4370,10,Basic
5475,78,1.0,9.0,3512,6,Basic
5475,78,1.0,9.0,3512,6,Basic
91703,28,0.0,5.0,478,3,Basic
9881,87,1.0,8.0,9647,8,Basic
49904,72,0.0,6.0,7263,3,Basic
49904,72,0.0,6.0,7263,3,Basic
49904,92,0.0,9.0,4176,0,Basic
49904,92,0.0,9.0,4176,0,Basic
61529,28,0.0,1.0,5835,7,Basic
17052,58,0.0,2.0,2247,0,Basic
79361,12,1.0,10.0,4568,2,Luxury
30633,34,0.0,2.0,793,7,Basic
14535,100,0.0,3.0,1414,2,Basic
64918,91,0.0,1.0,4642,2,Basic
52424,100,0.0,7.0,4354,10,Basic
1144,29,0.0,10.0,1139,8,Basic
76654,71,0.0,6.0,7573,7,Basic
70474,12,0.0,4.0,4069,8,Basic
33369,70,0.0,6.0,9071,9,Basic
79065,8,0.0,8.0,5503,8,Basic
16599,97,0.0,7.0,9786,4,Basic
64654,32,0.0,5.0,1777,7,Basic
33177,16,1.0,8.0,3127,3,Luxury
63711,42,0.0,2.0,8751,5,Basic
98857,4,1.0,2.0,8943,5,Luxury
98857,4,1.0,2.0,8943,5,Basic
98857,85,1.0,3.0,8646,3,Luxury
98857,85,1.0,3.0,8646,3,Basic
56134,49,0.0,9.0,5456,8,Basic
31258,7,0.0,1.0,5276,10,Basic
30442,48,0.0,9.0,4550,7,Basic
33207,66,1.0,8.0,8204,10,Luxury
2138,60,0.0,5.0,662,2,Basic
22593,20,0.0,3.0,6594,2,Basic
64253,94,1.0,5.0,7165,7,Basic
54936,39,1.0,3.0,2513,5,Basic
1430,13,0.0,4.0,5969,5,Basic
79934,57,1.0,3.0,6093,4,Basic
52618,19,1.0,3.0,3346,8,Basic
39626,79,1.0,10.0,1003,6,Luxury
82252,65,0.0,9.0,6947,6,Basic
30373,42,1.0,3.0,6108,3,Basic
50576,44,0.0,1.0,8014,1,Basic
88955,73,1.0,5.0,5299,0,Basic
42933,15,1.0,8.0,3656,4,Basic
34176,97,0.0,1.0,8401,3,Basic
47097,78,1.0,7.0,6265,2,Basic
10641,15,0.0,10.0,3156,3,Basic
30888,52,0.0,2.0,2623,9,Basic
77165,76,0.0,1.0,3477,10,Basic
23061,28,0.0,2.0,4157,0,Basic
10197,54,1.0,6.0,3989,1,Basic
35259,69,0.0,9.0,6789,4,Basic
7155,93,0.0,10.0,641,5,Basic
9552,29,0.0,8.0,5442,2,Basic
6061,21,1.0,4.0,8248,0,Luxury
9664,77,0.0,10.0,1704,2,Basic
34070,43,0.0,7.0,273,4,Basic
61445,70,1.0,5.0,7647,5,Basic
43188,8,0.0,9.0,1176,3,Basic
98846,61,0.0,6.0,1040,10,Basic
92292,55,1.0,3.0,9873,3,Basic
64926,67,1.0,5.0,1166,10,Luxury
25373,73,1.0,7.0,1510,2,Basic
72859,97,0.0,2.0,230,8,Basic
34487,36,1.0,5.0,786,5,Basic
29752,86,0.0,9.0,753,7,Basic
57203,49,0.0,3.0,6456,4,Basic
89873,84,1.0,10.0,330,4,Basic
33601,15,1.0,6.0,2929,6,Basic
180,63,0.0,2.0,3119,10,Basic
27571,98,0.0,1.0,4349,2,Basic
18757,75,0.0,8.0,771,2,Basic
60734,48,0.0,6.0,8086,1,Basic
50327,82,0.0,10.0,5441,3,Basic
61049,96,0.0,1.0,3761,1,Basic
92594,8,0.0,2.0,9224,1,Basic
85772,6,0.0,1.0,7382,9,Basic
77461,73,1.0,10.0,1365,2,Basic
91560,35,1.0,7.0,2686,6,Basic
14536,79,0.0,1.0,1248,8,Basic
75504,19,1.0,1.0,841,1,Basic
24025,1,0.0,3.0,3280,4,Basic
24025,1,0.0,3.0,3280,4,Luxury
24025,18,1.0,4.0,8500,9,Basic
24025,18,1.0,4.0,8500,9,Luxury
13760,10,1.0,10.0,1611,6,Basic
77009,38,1.0,5.0,4447,3,Basic
91287,45,1.0,8.0,2544,0,Basic
47722,24,0.0,5.0,3216,9,Basic
41250,28,0.0,6.0,5881,7,Basic
44638,18,0.0,5.0,1184,9,Basic
76640,59,0.0,9.0,9639,5,Basic
85104,96,0.0,10.0,4500,7,Basic
85104,96,0.0,10.0,4500,7,Basic
85104,7,1.0,6.0,5629,2,Basic
85104,7,1.0,6.0,5629,2,Basic
35647,72,0.0,6.0,522,4,Basic
36219,37,1.0,6.0,1829,3,Luxury
80329,47,0.0,4.0,5787,3,Basic
80958,42,1.0,1.0,6923,4,Basic
47995,56,0.0,2.0,6867,7,Basic
45690,93,1.0,6.0,3533,8,Basic
22802,89,0.0,4.0,3329,8,Basic
63272,72,1.0,4.0,9599,7,Luxury
62137,80,1.0,8.0,7667,10,Basic
465,54,1.0,2.0,8046,0,Basic
58529,29,0.0,2.0,9112,8,Basic
93440,60,1.0,3.0,8664,7,Basic
80489,24,0.0,3.0,2237,2,Basic
29543,27,0.0,5.0,4494,8,Basic
1102,45,1.0,6.0,7583,6,Basic
47649,30,0.0,5.0,3408,7,Basic
44129,16,0.0,7.0,8426,10,Basic
90874,72,1.0,4.0,730,1,Basic
11027,5,0.0,2.0,1291,0,Basic
17618,87,0.0,2.0,3288,6,Basic
69182,34,1.0,5.0,8975,9,Basic
4348,54,0.0,8.0,3905,1,Basic
19336,9,0.0,6.0,7999,5,Basic
82819,12,0.0,2.0,853,10,Basic
27265,100,0.0,3.0,1939,6,Basic
26061,95,0.0,3.0,6484,9,Basic
91482,86,1.0,2.0,4388,6,Basic
13853,71,0.0,2.0,4258,0,Basic
16055,90,0.0,1.0,7371,0,Basic
74175,44,1.0,4.0,3771,7,Basic
7658,93,0.0,8.0,2485,9,Basic
39682,100,0.0,5.0,6822,5,Basic
8370,43,0.0,6.0,5159,1,Basic
89671,71,0.0,5.0,2312,0,Basic
66391,55,1.0,10.0,3420,8,Basic
8139,88,0.0,8.0,2218,6,Basic
68180,72,0.0,8.0,4127,2,Basic
21982,35,1.0,6.0,4570,8,Basic
54456,90,0.0,8.0,4930,6,Basic
12198,30,0.0,8.0,3252,3,Basic
32527,56,0.0,2.0,2594,6,Basic
10676,67,0.0,7.0,585,0,Basic
96433,18,1.0,10.0,7225,9,Basic
71484,11,0.0,2.0,1030,10,Basic
99217,26,0.0,2.0,9699,3,Basic
18523,38,1.0,2.0,7616,9,Basic
53978,16,0.0,3.0,1176,9,Basic
53978,16,0.0,3.0,1176,9,Basic
53978,3,0.0,4.0,9585,7,Basic
53978,3,0.0,4.0,9585,7,Basic
67825,8,0.0,5.0,1002,4,Basic
82292,53,1.0,1.0,904,9,Luxury
75848,52,1.0,5.0,578,9,Basic
97520,73,0.0,2.0,6469,2,Basic
59571,61,0.0,8.0,3883,8,Basic
35967,25,1.0,9.0,6939,7,Basic
50614,86,1.0,7.0,7441,5,Basic
6348,12,0.0,1.0,7586,1,Basic
77454,80,1.0,10.0,8432,7,Basic
91290,22,1.0,2.0,2521,7,Basic
67226,25,1.0,9.0,8704,8,Basic
44966,99,1.0,3.0,2525,10,Luxury
44966,99,1.0,3.0,2525,10,Basic
44966,52,0.0,10.0,6140,8,Luxury
44966,52,0.0,10.0,6140,8,Basic
45455,81,1.0,1.0,954,5,Basic
21671,71,0.0,9.0,1958,6,Basic
19325,58,0.0,8.0,9675,2,Basic
55326,33,1.0,6.0,8671,7,Luxury
77197,69,1.0,5.0,2841,0,Basic
20195,76,0.0,4.0,9564,8,Basic
89075,8,1.0,2.0,1716,5,Luxury
92412,89,1.0,5.0,9311,8,Luxury
88598,59,0.0,3.0,486,3,Basic
72399,61,0.0,2.0,9518,7,Basic
71236,77,1.0,10.0,5735,1,Basic
30463,59,1.0,10.0,1510,3,Basic
35863,54,0.0,4.0,518,4,Basic
7486,95,1.0,2.0,3013,9,Basic
84740,32,0.0,4.0,1846,5,Basic
23513,11,0.0,5.0,1522,10,Basic
46226,25,1.0,8.0,1316,8,Basic
38742,100,1.0,8.0,6396,1,Basic
14261,66,1.0,3.0,8809,10,Luxury
81492,74,0.0,9.0,1404,0,Basic
44475,84,0.0,9.0,7651,1,Basic
4617,71,0.0,7.0,5627,3,Basic
93608,21,0.0,2.0,101,6,Basic
98788,27,1.0,9.0,5002,3,Basic
17085,57,1.0,4.0,7240,4,Luxury
92837,32,1.0,8.0,7286,10,Basic
30136,74,0.0,7.0,3913,4,Basic
22663,24,0.0,1.0,630,3,Basic
36477,8,0.0,3.0,4590,3,Basic
32294,18,1.0,6.0,7744,8,Basic
48367,88,0.0,7.0,1422,4,Basic
27495,69,1.0,6.0,3582,6,Basic
527,91,1.0,2.0,961,6,Basic
58551,60,0.0,9.0,3133,7,Basic
7199,74,1.0,4.0,2477,10,Basic
30204,85,0.0,3.0,637,5,Basic
34210,56,0.0,7.0,3579,9,Basic
89872,49,1.0,9.0,4912,4,Luxury
28600,73,1.0,10.0,6324,0,Basic
94317,74,0.0,10.0,4088,5,Basic
59292,59,0.0,8.0,3061,8,Basic
18747,91,1.0,5.0,7308,4,Basic
939,72,1.0,1.0,5250,9,Basic
26090,6,1.0,1.0,9611,9,Basic
37424,33,1.0,7.0,5854,10,Basic
31040,15,1.0,10.0,1155,1,Basic
41661,26,0.0,6.0,390,4,Basic
9601,67,0.0,9.0,7867,6,Basic
30736,93,1.0,7.0,4876,2,Basic
65870,73,0.0,9.0,5389,9,Basic
74907,9,0.0,7.0,9969,0,Basic
19812,24,0.0,3.0,7905,3,Basic
50707,39,1.0,1.0,2239,6,Basic
40282,43,0.0,5.0,3212,1,Basic
41739,34,0.0,5.0,7768,8,Basic
53243,22,1.0,8.0,6625,0,Luxury
38633,75,1.0,5.0,1088,3,Basic
57886,54,1.0,5.0,4029,2,Basic
5177,73,1.0,6.0,9677,2,Basic
38392,75,0.0,3.0,62,4,Basic
1405,74,0.0,8.0,4135,9,Basic
10727,23,0.0,7.0,7338,9,Basic
10727,23,0.0,7.0,7338,9,Basic
10727,22,1.0,9.0,6850,2,Basic
10727,22,1.0,9.0,6850,2,Basic
53852,89,0.0,1.0,4020,2,Basic
21413,58,1.0,6.0,1817,6,Basic
3587,84,1.0,3.0,202,3,Luxury
73878,12,1.0,4.0,8769,5,Basic
14859,84,1.0,4.0,5337,7,Luxury
14859,84,1.0,4.0,5337,7,Basic
14859,82,1.0,6.0,4915,9,Luxury
14859,82,1.0,6.0,4915,9,Basic
65107,49,1.0,6.0,2397,0,Luxury
16388,82,1.0,7.0,3975,5,Luxury
41431,19,1.0,10.0,1253,9,Basic
8698,5,1.0,1.0,43,4,Luxury
66442,81,0.0,7.0,1268,1,Basic
12968,46,1.0,9.0,16,8,Basic
49274,96,0.0,5.0,8291,5,Basic
84612,6,0.0,9.0,5294,6,Basic
48736,97,1.0,3.0,6075,0,Basic
4167,78,0.0,1.0,3714,10,Basic
62601,99,0.0,10.0,3544,6,Basic
68824,39,1.0,9.0,4853,7,Basic
36842,6,1.0,5.0,3787,2,Basic
36842,6,1.0,5.0,3787,2,Basic
36842,15,0.0,1.0,113,6,Basic
36842,15,0.0,1.0,113,6,Basic
17585,4,0.0,6.0,1035,10,Basic
7139,37,1.0,3.0,7418,1,Luxury
23147,56,0.0,2.0,8036,6,Basic
84182,55,1.0,4.0,8389,5,Basic
61995,31,1.0,6.0,4834,4,Basic
6575,77,0.0,4.0,6568,3,Basic
2638,100,0.0,9.0,7304,6,Basic
23987,81,0.0,2.0,1549,3,Basic
15769,14,0.0,2.0,1974,2,Basic
4276,4,1.0,10.0,6233,1,Basic
98566,16,1.0,7.0,4190,6,Basic
35745,19,1.0,5.0,8356,7,Basic
63825,100,0.0,10.0,3253,10,Basic
93508,64,1.0,7.0,7773,4,Basic
1753,92,0.0,5.0,6968,10,Basic
50019,29,0.0,4.0,9345,8,Basic
82325,77,1.0,5.0,2627,4,Basic
34403,53,0.0,7.0,6500,2,Basic
88240,57,0.0,10.0,2569,5,Basic
43759,97,1.0,1.0,4447,6,Luxury
2111,79,1.0,1.0,735,0,Basic
50799,42,0.0,5.0,1945,5,Basic
24559,49,1.0,5.0,4583,4,Basic
22422,53,1.0,8.0,9372,1,Basic
52599,49,0.0,9.0,127,3,Basic
32472,91,1.0,1.0,6976,5,Basic
10931,5,0.0,1.0,9560,7,Basic
15434,21,0.0,2.0,3913,6,Basic
56546,30,0.0,10.0,6226,10,Basic
11922,54,1.0,6.0,7536,10,Luxury
93733,81,1.0,8.0,8958,8,Basic
72636,61,1.0,7.0,3592,8,Luxury
19793,64,1.0,4.0,7097,3,Basic
75334,29,0.0,2.0,1294,8,Basic
20854,26,1.0,10.0,6635,3,Basic
