squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom
49777,23,1,0,,77840,,8,1990,1,1399,1431,880,1,9
94847,31,1,1,,31217,,3,2001,1,9311,1533,426,0,8
5886,87,1,1,,4949,,10,1991,0,3244,1256,871,0,7
85083,70,0,0,,15966,,10,1994,1,1697,6032,573,1,3
60153,68,0,1,,28764,,6,1994,0,1658,1360,519,1,6
13553,66,0,0,,48244,,6,2017,1,5143,6871,437,0,4
90797,98,0,0,,41571,,1,1998,1,1112,8300,806,1,2
66814,39,1,0,,35784,,10,2018,1,95,8714,351,0,1
87182,38,1,1,,16174,,3,2007,0,5422,447,204,0,1
85184,38,1,0,,24845,,2,2008,1,6650,2003,415,1,0
22216,50,1,0,,19128,,10,2006,0,7509,1547,963,1,0
20967,33,1,1,,42201,,2,2016,0,8214,4091,118,1,4
52948,91,1,1,,3750,,9,1994,0,190,1341,114,1,6
69328,3,1,0,,35251,,9,1997,0,3320,1959,499,0,7
8759,60,0,0,,13131,,8,2003,0,2356,1865,651,1,0
83475,29,1,1,,83086,,6,2003,1,8529,9206,713,0,8
68213,15,0,0,,42558,,7,2018,1,5504,5791,689,0,8
37041,95,1,1,,7104,,1,1990,1,5601,4694,108,0,3
45199,42,1,1,,64468,,9,2017,0,6758,9915,363,1,2
64514,85,1,1,,88305,,3,2018,0,4548,2833,446,0,8
55484,78,0,1,,93481,,10,1996,1,3639,1147,377,0,7
74310,4,1,0,,73922,,4,2004,0,8773,7979,200,1,7
75985,5,0,1,,90127,,10,1994,0,6106,8760,884,1,0
90110,64,1,0,,81395,,5,1998,0,8600,8061,384,0,0
77231,96,1,1,,92011,,4,2008,0,7020,8012,185,1,7
33135,29,0,0,,6740,,3,2014,1,5397,1850,745,1,6
25662,30,1,0,,88555,,6,1992,0,5062,5065,857,1,8
3479,15,0,0,,10072,,6,2016,0,6261,5616,484,1,2
91004,36,1,0,,58047,,1,2009,1,1334,6811,460,0,5
41387,3,0,0,,57749,,2,2008,0,5738,9368,760,1,4
82616,76,0,0,,98786,,7,2003,0,7653,473,961,0,8
40647,84,1,1,,86548,,3,2007,1,8371,4417,372,1,0
9410,26,1,0,,38185,,7,1994,0,7053,1109,827,1,3
81166,80,0,0,,42252,,1,2017,0,3061,1001,502,0,7
21459,14,0,1,,8301,,6,2005,1,5520,7062,100,1,4
94674,52,1,1,,48483,,5,1991,1,8822,1723,590,0,4
76405,7,1,1,,87103,,4,2009,1,2611,7224,255,0,2
59302,85,1,1,,10324,,5,2007,0,4968,6928,826,1,7
5017,6,1,0,,36901,,10,2005,0,7797,5959,880,1,10
45737,86,1,1,,74646,,5,2011,0,7396,5189,134,1,0
77021,24,1,1,,77572,,4,1990,1,5405,1551,131,1,4
37563,11,0,0,,14020,,8,1994,1,7193,7267,522,0,3
32561,12,0,0,,61925,,10,2016,1,5445,2205,206,1,1
97802,50,1,0,,43368,,2,2021,1,8877,9937,189,1,8
40792,37,0,0,,65532,,9,2018,0,7593,9766,680,0,5
96309,1,1,1,,82647,,6,2011,1,6790,7408,164,1,0
34131,4,1,0,,3470,,10,1991,1,3503,3385,122,1,10
7427,82,0,0,,99585,,1,2011,0,637,8932,878,1,7
93132,93,1,1,,12062,,9,1998,1,2064,2720,315,1,5
792,4,0,1,,14057,,4,2016,1,9670,4645,904,1,8
87446,46,0,0,,8242,,9,2006,0,777,2279,217,1,3
12664,49,1,1,,24533,,3,1997,0,5096,8834,332,0,10
52101,44,1,1,,17601,,4,1991,1,4434,4873,829,1,4
65052,24,0,0,,11880,,7,1992,0,6382,8045,976,1,5
96526,29,0,0,,98433,,2,1992,0,5207,8208,553,0,10
42943,27,1,1,,97069,,5,1994,1,1203,4839,294,1,5
51518,39,0,1,,43714,,2,1999,1,9542,5547,124,1,7
28311,88,0,0,,17649,,6,2002,0,7463,88,157,0,7
40081,48,0,0,,98496,,6,2012,0,1731,7398,359,1,10
53020,64,0,1,,84702,,6,1996,0,5586,4626,637,0,5
5740,49,0,1,,93489,,8,2001,0,5294,9984,276,0,5
91472,12,1,0,,7452,,2,2002,1,2505,2457,123,1,5
42820,94,1,0,,62097,,10,2002,0,5629,1745,885,0,2
56105,44,1,0,,3345,,8,2013,1,6193,7848,425,1,3
52370,47,1,1,,24836,,5,2002,1,4829,1900,293,0,6
16998,1,1,1,,52302,,4,2013,1,8630,7821,569,0,0
37394,85,0,1,,5633,,8,2013,1,5502,6562,369,0,4
39092,15,0,0,,69520,,10,2008,0,4754,7924,728,1,0
82310,69,1,0,,98749,,6,2006,1,1244,2957,527,0,2
79576,78,0,0,,91759,,6,2011,0,3003,5956,895,0,7
73717,72,1,1,,93032,,9,2017,1,2569,3531,449,0,9
33851,19,1,0,,87130,,4,2013,0,1297,3077,944,0,5
22878,99,0,1,,40700,,2,2014,1,7075,804,885,0,3
30352,16,0,1,,52631,,8,1998,1,887,8816,230,1,0
75549,16,1,0,,49489,,5,2013,1,72,6676,708,1,5
95568,83,1,0,,11191,,10,2013,1,5347,3481,819,1,0
15180,44,0,0,,50715,,6,2003,1,1867,5261,614,1,3
57582,76,0,0,,33073,,1,2014,0,7345,7193,385,0,2
25112,40,0,0,,56755,,5,1994,0,750,1894,303,0,2
12558,36,1,1,,5495,,1,2014,0,2566,9300,214,1,5
43262,98,1,1,,85312,,4,2016,1,310,30,677,1,6
15334,16,1,0,,96896,,5,1996,1,8275,521,266,1,2
95409,46,0,0,,24062,,3,2003,1,3890,3572,796,1,7
58704,94,1,1,,95054,,2,1996,0,6928,1991,440,1,2
14213,73,0,1,,48647,,4,2013,1,3651,2332,745,0,3
56007,65,0,1,,80059,,9,2000,0,5027,2795,104,0,4
52330,1,1,1,,29632,,1,2017,0,1888,8953,705,1,0
74986,59,1,1,,57577,,5,1999,0,1878,515,766,1,3
41043,1,0,0,,35311,,10,1993,0,5723,8928,603,1,4
90374,86,0,1,,16877,,3,2016,0,4161,7692,102,0,6
73664,52,0,0,96,49829,,2,2011,1,9940,5796,617,0,2
64693,12,1,0,10,75306,,3,2001,0,9194,8454,352,1,8
20743,19,1,0,15,67704,,5,2011,1,3648,9698,835,1,2
1719,5,1,1,31,67427,,4,2018,1,736,6180,165,1,1
61920,10,0,1,70,17973,,5,2000,1,127,7229,867,0,4
79047,7,1,0,58,15805,,1,1992,0,5833,2166,309,0,3
1344,86,0,0,10,87526,,1,2016,1,2060,4922,605,0,1
90170,21,0,1,23,30045,,4,2010,0,739,9878,919,1,3
92196,29,0,1,84,75407,,9,1992,0,3300,5145,314,1,7
5065,71,0,0,89,31117,,7,1997,1,5208,4222,860,0,1
7923,31,1,1,1,83587,,10,2001,1,7056,8383,531,1,10
80237,88,0,0,35,32911,,8,2006,1,6209,8195,134,1,6
63681,29,0,1,16,59896,,7,2005,0,1778,6912,520,0,3
33749,44,0,0,38,41592,,10,1991,0,5688,2005,169,0,2
98664,15,1,1,42,98271,,2,2003,1,3439,5174,222,0,3
7535,67,0,0,58,64984,,2,2012,1,5069,1953,229,1,10
29827,64,1,1,45,91629,,6,2013,1,8183,1633,197,1,7
39734,99,1,1,81,89100,,8,1992,0,3606,8899,510,0,3
1097,31,0,0,66,49603,,5,2020,0,2597,6667,110,1,8
79629,97,0,0,8,49542,,1,2009,1,5358,6014,615,0,7
61480,64,0,0,39,92668,,7,2021,0,2121,5473,643,1,7
89921,60,1,0,2,24597,,6,2008,0,7541,3829,746,0,1
78256,13,1,0,33,52330,,3,2006,1,5104,5861,206,1,5
2743,61,0,0,20,53307,,2,1996,1,8385,859,474,0,8
33507,85,0,1,87,52734,,2,2013,0,221,5485,418,0,9
51859,59,0,0,60,34698,,8,2003,1,7275,1742,572,0,7
9145,20,1,0,59,73838,,5,2009,0,8147,3620,841,0,4
60072,36,1,1,81,365,,1,2013,1,619,7012,866,1,7
33099,3,1,1,86,37460,,5,2020,1,7525,3507,795,1,2
48299,88,0,1,34,36929,,5,2010,1,1928,2776,846,1,1
72481,18,1,0,71,38921,,1,2021,1,9080,2076,273,0,9
65822,70,0,0,88,67017,,3,2006,1,5889,8548,396,0,5
40259,8,0,0,25,25815,,8,2003,0,2455,7709,864,1,8
43653,13,0,1,72,44943,,2,2012,1,5654,5531,519,1,1
44008,40,0,0,10,38622,,7,1992,0,894,4609,817,1,2
6578,34,0,1,27,2875,,4,2008,0,7746,6634,346,0,6
25210,98,1,0,34,69052,,1,1994,0,5454,1034,147,0,6
72580,79,1,1,84,69700,,2,1996,1,9378,2358,409,0,1
4722,57,0,0,99,9659,,1,1995,1,806,9281,456,0,3
52967,19,1,0,54,2290,,1,1990,1,9331,3364,497,1,1
48046,97,1,1,54,98015,,2,2015,0,7748,5725,428,1,5
58725,76,0,1,5,85148,,10,2018,0,8990,6610,831,1,9
80062,78,0,0,90,64253,,4,2011,0,1797,5974,862,0,4
87547,11,0,0,81,68456,,4,2008,0,7269,1015,715,1,4
10496,32,0,1,39,98562,,4,2007,1,7069,4886,473,1,0
53466,98,1,1,22,65389,,8,2007,0,6083,6236,633,0,0
81164,24,1,1,40,59977,,9,2005,0,2828,3953,749,1,0
12125,50,0,1,45,10712,,7,2004,0,8208,5066,204,1,7
73851,51,1,0,8,69766,,2,2007,0,1690,7437,171,0,1
9327,96,1,1,72,72801,,8,2001,0,193,7414,651,1,5
64000,54,0,1,85,3264,,6,2012,0,9149,8764,389,0,3
4840,9,1,1,70,26167,,7,1992,1,9078,5734,739,1,6
48164,50,0,1,36,3834,,6,2003,1,5361,8652,995,1,8
70087,79,1,1,81,81785,,6,2017,1,1736,3512,601,0,6
68609,67,1,0,74,84408,,4,2000,0,8794,6696,912,1,6
92037,100,1,1,66,90075,,3,1993,1,3416,719,762,1,3
34477,46,1,0,24,72350,,10,1995,0,5761,9696,472,0,5
16009,87,1,1,32,50813,,10,1992,0,8617,4533,360,1,4
66061,62,1,0,61,59318,,7,1990,1,6571,1009,670,0,3
96142,6,0,1,79,94692,,7,2020,0,1962,1455,832,1,1
34341,27,0,0,81,29078,,5,2017,1,1765,8672,727,0,1
52576,67,0,1,16,10391,,5,2021,0,6790,9295,563,1,5
31149,95,1,0,81,9266,,10,2002,0,2821,3848,468,0,6
35958,96,1,0,52,76102,,1,1995,0,1555,2051,362,0,10
4114,43,1,0,14,18746,,8,1996,0,8440,9977,961,1,4
39995,23,0,1,79,89016,,4,2008,0,4683,7733,111,1,10
99227,26,1,1,82,90745,,5,1991,1,4052,3302,397,0,0
39337,54,0,1,53,48318,,7,2017,0,9298,4387,185,1,7
77980,24,1,1,60,47515,,5,2003,1,4579,3538,469,1,9
63092,26,1,1,84,94272,,6,2000,1,3993,3156,405,1,9
58974,44,0,0,78,45032,,9,2008,1,7758,829,278,0,7
91156,20,0,1,47,10616,,5,2009,1,9405,4215,842,0,3
31045,100,1,0,35,22913,,9,1990,0,1750,6368,404,0,0
17012,2,0,0,6,34231,,4,1999,0,8324,4354,189,0,8
21258,38,1,1,30,96015,,6,1991,0,3175,6608,298,0,9
82808,49,0,0,7,24564,,2,2004,1,2185,9454,459,1,5
31696,1,0,0,57,95645,,6,2005,1,1062,6869,562,0,0
76262,16,1,1,86,8600,,9,2021,1,6248,6168,307,1,5
51127,76,0,0,41,86859,,6,2012,0,1888,6393,818,1,6
13092,12,1,0,11,71008,,2,2009,0,4448,3610,567,0,4
84722,8,1,1,51,3872,,3,1993,0,9686,229,318,0,8
28787,16,1,0,83,24159,,7,2018,1,7495,9057,618,0,1
18436,31,1,1,6,28505,,9,2002,1,6212,3830,811,1,6
3426,95,1,0,11,21290,,8,1992,0,828,8074,845,0,1
27193,57,1,1,5,81972,,4,2016,1,2151,4420,386,1,4
85431,3,1,0,33,74824,,2,2016,0,8326,4450,195,1,6
11986,9,1,0,100,45263,,1,2014,0,1441,5355,770,0,9
77744,34,0,0,85,69381,,7,1990,1,3190,9835,379,0,6
41419,78,0,0,96,64762,,1,1992,0,8271,1797,309,0,0
88441,86,1,1,65,38191,,9,2014,0,6096,8178,639,1,10
6506,10,1,0,35,3225,,6,2002,1,9958,4359,838,0,10
61562,52,1,0,87,24,,10,1991,0,32,2797,873,0,7
69355,73,0,1,93,29861,,6,2013,0,3625,4568,796,1,1
1453,44,1,1,5,35578,,1,2009,0,9078,5907,286,0,5
91524,23,1,1,83,135,,9,2003,1,5349,3202,400,0,2
79375,43,1,0,6,35644,,7,2013,1,4513,4415,222,0,3
15940,42,0,0,15,60924,,2,1990,1,729,4150,526,0,2
36425,79,1,0,93,23304,,8,1996,0,6507,5153,629,1,8
83264,28,1,1,20,31355,,5,2021,1,3072,6741,605,0,7
26018,58,0,1,79,46903,,4,2002,0,5295,5189,707,1,2
52194,8,0,1,97,41561,,5,2017,0,2232,1254,970,1,5
72570,98,0,0,97,33740,,5,2014,1,9856,5766,874,0,8
88671,68,1,0,44,38715,,5,1997,1,4769,7776,527,1,10
3796,28,1,1,86,86437,,2,2004,1,4418,8464,412,1,7
94129,29,0,0,81,87582,,1,1998,1,6578,8860,254,0,3
60490,14,0,0,80,49456,,4,1998,1,2930,5328,953,1,4
10206,42,1,0,56,15906,,4,2007,0,6807,5748,537,1,9
14375,1,0,1,85,60832,,10,2019,0,9111,4905,402,0,4
42168,6,1,0,80,530,,10,2013,1,8869,7129,364,1,2
46695,77,1,1,78,59440,,8,1997,0,2840,3484,194,1,10
1514,97,1,0,82,91122,,2,2001,1,1049,2301,354,0,10
24140,14,0,0,13,80883,,6,2014,0,8956,8962,562,1,6
68309,3,0,0,83,8528,,10,2006,1,1714,3794,895,0,10
59288,44,0,1,8,46030,,4,2021,0,4412,3771,219,0,9
99173,83,1,1,35,8235,,3,1992,0,4914,9549,248,0,0
20926,75,0,0,34,81773,,6,2011,0,2379,5421,759,1,1
22567,6,0,0,37,20852,,4,2000,1,3815,2512,654,0,9
31873,56,1,1,44,39553,,6,1997,0,9443,1920,393,0,8
83197,46,1,1,68,36740,,5,1997,0,4439,9572,351,1,2
57229,73,1,0,26,56917,,6,2001,1,3468,5240,333,1,8
68143,87,0,0,14,67586,,8,2018,0,2675,4544,994,1,9
21284,67,0,0,63,78275,,7,2010,0,1589,6243,788,0,3
90360,65,1,0,4,11790,,10,2003,1,4727,5639,727,0,4
83300,84,1,0,100,16305,,4,2001,0,3231,7316,423,1,8
79770,98,0,0,57,20712,,4,1997,0,8501,7560,363,1,7
31239,99,0,0,77,3081,,8,1992,0,6178,4301,208,1,6
49856,95,1,1,25,77135,,7,1997,1,7182,8670,125,0,6
24840,64,1,1,82,34625,,1,2002,0,3619,7395,504,0,0
52526,43,1,1,28,67284,,2,2008,1,211,8263,485,0,2
12797,47,1,0,26,44825,,3,2001,0,9030,5720,961,1,4
77128,69,0,0,79,93960,,9,1998,1,3383,108,269,1,4
77708,17,0,1,95,63651,,7,2015,1,2635,7985,546,0,2
42509,39,0,1,83,16934,,7,2017,1,5212,561,179,1,1
53436,18,1,1,1,26153,,2,2000,0,6009,1144,178,1,1
1344,64,0,0,56,35869,,6,2020,0,3576,8147,404,1,6
61911,51,0,0,89,54830,,3,2000,1,8178,1534,410,0,10
82247,22,1,1,34,67811,,3,1992,0,6593,4948,402,1,1
20447,11,0,1,99,2453,,4,2020,0,9134,2479,642,1,8
54645,96,0,0,23,82959,,4,2007,0,6195,7354,645,1,0
61453,7,1,1,86,1874,,4,2006,0,8951,8470,558,1,2
91978,98,0,1,6,97113,,10,1995,1,7355,20,815,1,9
5826,13,0,1,80,2640,,8,2003,0,3606,6150,922,1,5
20486,81,0,1,17,18945,,7,2013,0,9303,7062,876,0,10
9474,28,1,1,84,72615,,10,2002,1,6994,4977,156,0,3
98426,11,0,1,74,27644,,6,1992,1,3934,4010,820,1,8
49072,14,0,0,46,16773,,1,2007,0,9889,5656,245,1,1
54310,38,1,0,34,58209,,5,1998,0,763,8942,838,1,7
78289,2,1,1,34,52478,,8,1995,0,5833,8282,168,0,3
30403,97,1,0,84,59435,,4,2017,0,8656,8575,490,1,1
62083,16,1,0,63,54562,,2,1991,0,1709,1826,121,0,8
57405,99,1,1,32,76221,,1,2018,1,1870,1979,653,0,7
22674,64,0,0,87,60989,,10,2003,1,2214,3509,471,0,10
51682,76,0,1,100,60741,,10,1997,0,7572,4358,510,0,6
72001,72,0,0,76,77590,,2,2005,1,7481,6838,695,1,1
43758,83,0,0,94,79250,,6,2008,0,9550,6177,441,0,0
63958,92,1,1,97,44181,,4,2013,1,7067,4514,915,1,1
66049,51,0,0,6,31605,,1,1996,1,6899,6092,368,1,7
18780,88,0,1,77,33989,,8,1994,1,4010,4344,767,1,8
88810,90,1,0,11,60875,,1,1993,0,7900,2718,902,1,3
76936,44,0,0,31,73657,,10,1995,1,3776,8728,330,0,4
98403,87,1,1,10,74330,,6,2014,1,2823,2933,399,0,7
30249,96,0,0,53,94315,,7,1993,0,3720,6997,415,1,10
40588,45,0,1,13,26995,,9,2008,1,4056,8354,827,0,1
6686,90,0,0,73,77576,,4,1999,0,3114,9333,898,1,10
93703,38,1,0,59,96835,,4,2012,0,7305,4450,869,1,5
86049,35,1,1,49,10343,,9,2011,1,6318,2182,374,1,1
44728,4,1,0,82,98666,,10,1994,0,2593,4031,283,1,8
53565,14,1,0,47,50801,,3,1990,1,9618,3770,273,1,2
74769,99,1,1,30,83749,,9,2011,1,3835,8806,288,0,7
31131,58,1,0,55,25850,,5,2006,1,4193,18,620,0,5
10526,34,1,0,79,18488,,8,1997,0,9534,5242,359,1,8
98462,79,0,1,38,73899,,4,2003,1,2792,9579,794,0,0
55094,82,1,0,33,34819,,7,2016,0,4704,4310,577,0,4
14293,14,0,1,7,89219,,6,2013,0,9029,304,761,1,9
45008,37,1,1,48,69416,,2,2002,0,6870,9380,656,0,1
83857,95,1,1,92,88996,,3,2016,1,1703,3755,806,0,3
34136,60,1,1,18,68761,,9,2001,1,6937,16,112,0,4
88123,97,1,0,43,89177,,6,1999,0,4371,5915,174,1,6
82244,81,0,1,28,17611,,4,2001,1,391,2077,936,0,3
49609,95,1,0,34,58240,,2,2004,0,9450,5511,500,1,0
45790,36,1,1,4,80166,,10,2015,1,7987,9541,953,0,0
44726,77,0,1,73,53094,,7,1991,0,1142,6377,496,1,5
23481,34,1,0,26,94278,,1,2020,0,3552,6772,887,1,5
32633,71,1,1,16,65110,,8,2020,1,7978,4662,526,0,9
10549,25,0,1,57,71708,,3,2005,0,774,8107,939,0,10
38279,30,0,0,22,42662,,5,2008,1,1182,4219,962,1,6
87413,43,1,0,34,72398,,6,2010,0,1133,9915,774,0,10
34378,2,1,1,56,24373,,3,2006,1,5422,8889,988,0,0
23548,42,1,1,26,71297,,3,1991,0,5326,780,600,1,8
15614,21,0,1,37,77244,,10,2001,1,7068,6512,667,0,10
89356,23,0,0,18,26909,,3,1991,1,1305,4432,868,1,2
39022,97,0,0,29,93946,,2,2008,1,1668,8481,173,1,7
68731,24,1,0,70,40147,,8,1993,0,1954,3066,938,1,3
12014,83,0,1,1,16646,,6,2006,0,7206,2816,665,0,1
55709,95,1,0,2,80199,,3,2015,1,3712,2506,949,1,10
43434,5,1,1,80,79814,,8,2017,0,8320,3859,931,0,0
70348,73,0,1,43,70353,,5,1995,1,5865,8533,762,0,0
39610,92,0,0,60,22247,,1,2017,1,370,9498,976,0,3
84563,37,1,0,66,30903,,8,2009,0,6720,3869,188,1,2
71061,42,0,0,75,35582,,4,1993,1,7747,862,466,1,5
26479,71,1,1,99,61849,,7,2009,0,4468,6440,210,1,2
3440,62,1,1,72,59167,,1,2009,0,7498,8398,489,1,5
5577,44,0,0,79,36379,,5,2014,0,8539,1227,747,1,5
78789,30,1,0,52,94853,,5,2017,1,5808,1954,198,0,6
82517,24,1,0,97,87590,,1,2011,1,5963,6047,579,0,1
11602,85,0,1,47,45724,,9,2008,1,3765,2075,402,0,5
37195,84,1,0,54,4656,,7,2001,1,9265,68,918,0,1
32862,3,1,1,55,65548,,3,1994,1,3598,160,370,1,10
73542,75,1,1,83,13097,,9,2021,0,3925,8169,417,1,10
24280,29,0,1,17,48036,,9,1998,0,697,3500,550,0,2
97959,97,0,0,52,75873,,10,2002,0,4558,7617,672,0,3
42760,89,0,1,23,59407,,3,2021,1,1703,6783,190,0,1
52429,24,1,1,42,518,,9,2018,1,1481,5305,490,0,2
90301,35,0,1,89,38929,,7,1999,0,7394,9780,262,0,1
89674,6,0,0,5,56815,,2,2012,1,5673,3242,604,0,4
69242,90,1,0,23,7903,,4,2010,0,3734,4333,110,0,1
5802,99,0,0,61,3565,,1,2010,1,542,9793,465,1,9
53755,33,1,1,52,62591,,1,2015,0,292,1859,580,0,10
78731,88,0,0,79,78649,,6,1991,1,5914,6048,742,0,3
22727,54,1,1,84,21713,,5,1990,1,7185,8626,764,1,3
95490,7,0,0,46,90186,,2,2000,1,5025,8848,515,1,10
78293,20,0,0,39,73162,,9,2004,0,5078,1044,701,1,10
856,2,1,1,38,91175,,9,2000,0,1600,3603,374,1,0
17225,31,0,0,16,1100,,9,2014,0,3401,7394,690,0,10
15118,74,1,0,28,55870,,2,2014,0,6483,9938,944,1,6
51393,99,1,1,68,23582,,7,2004,1,8696,5199,736,1,8
75284,15,0,0,90,38227,,1,2001,1,2865,8884,869,1,4
31609,97,1,1,15,5952,,1,1994,0,2134,2101,174,1,3
28350,56,0,1,82,4553,,2,1999,1,8713,3892,692,1,9
58314,84,1,1,8,83646,,1,2021,1,8292,8418,880,0,0
40327,56,0,1,100,40814,,1,2013,1,8085,5902,951,0,8
9171,18,0,0,9,75210,,2,1996,1,3760,1522,429,0,10
152,80,1,1,18,9849,,4,2012,1,475,4115,879,1,10
86617,95,0,0,69,71108,,1,2021,1,9790,8030,234,1,9
72297,40,0,0,98,21779,,10,2001,1,7479,5252,113,1,10
16361,4,1,1,93,98566,,10,1993,0,9867,6202,554,0,7
72563,81,0,0,39,99087,,2,2018,1,421,8163,141,0,6
2749,39,1,1,71,70278,,5,2006,1,7795,43,415,0,9
40987,99,0,0,77,44273,,2,1995,0,4564,7576,942,0,8
13559,59,0,1,100,49700,,5,1990,1,8510,4428,186,1,7
36295,54,0,1,3,69121,,1,2007,1,3177,8829,866,0,4
77280,49,0,1,8,36165,,3,2009,1,5583,4466,444,1,5
67529,27,1,1,95,1109,,9,2019,0,815,7329,847,0,7
84902,26,1,1,38,71957,,3,2012,1,952,633,161,1,6
41718,22,1,1,50,62654,,9,1998,1,4080,4656,679,0,1
76298,45,0,0,83,22015,,8,2011,1,4466,4687,753,0,8
1078,27,1,1,72,29597,,4,1992,1,3539,7738,901,1,0
69205,33,1,1,18,82451,,2,1991,1,410,6080,789,1,0
55974,55,0,1,12,82707,,1,2009,0,878,2727,225,1,10
6171,80,0,1,5,4736,,8,2019,1,2474,9900,407,0,10
90716,32,1,1,26,81310,,6,2007,1,4299,2581,279,1,0
3394,53,0,0,69,88935,,7,2004,0,7541,5334,717,0,10
26312,91,0,1,73,22907,,8,1991,1,685,6035,687,0,2
999,41,1,0,51,50420,,9,2014,0,3022,7603,849,1,9
27610,29,1,1,53,70066,,2,1994,1,2487,9804,880,0,8
51036,90,0,0,10,66827,,1,1998,0,434,1150,961,0,1
6995,86,0,1,85,15794,,1,2020,1,6341,5107,118,0,6
56025,68,1,0,86,29367,,8,2017,0,3731,7937,857,0,8
43846,54,0,0,89,40112,,1,2005,0,827,3177,318,0,7
4039,92,0,0,9,26689,,3,1991,0,3277,7419,574,1,6
42208,26,1,0,11,90051,,4,2003,1,9849,9363,806,1,5
61004,39,0,1,41,90839,,6,2008,0,6712,7606,387,1,8
8284,92,0,0,21,20192,,7,2012,1,5937,2755,374,1,8
3525,3,1,1,29,50018,,3,2009,0,3547,9486,479,1,8
12643,90,1,1,78,29965,,10,2011,1,7673,9748,120,0,8
40513,40,0,1,80,68719,,4,1992,0,5024,7361,418,0,7
16933,1,0,1,19,48322,,10,2010,0,3821,5726,437,1,6
26750,42,1,0,74,55441,,7,1992,1,3650,9895,345,0,10
85100,9,1,0,63,6915,,4,1997,0,3962,1409,401,0,4
31141,6,0,1,3,4464,,10,2020,1,3258,8577,514,1,8
79252,27,0,0,61,48036,,8,2020,0,2277,6611,922,1,2
27444,22,1,1,46,9031,,2,2010,1,1426,8836,123,1,4
25263,53,1,1,51,31799,,2,2004,1,9834,1817,183,0,0
48104,51,0,1,58,54800,,9,1998,1,5228,5175,343,1,1
88167,3,1,0,91,85085,,8,1996,1,5968,9573,446,1,6
81316,71,1,0,8,49146,,5,2006,0,8749,1772,765,1,10
11931,33,1,0,14,56356,,7,1991,0,3791,9715,638,1,10
25473,48,1,1,98,46038,,8,2013,1,3132,6333,480,1,8
62986,81,0,1,36,6897,,7,2002,1,895,9126,212,0,6
22004,18,0,1,24,72132,,3,2012,1,2283,1132,377,0,3
42826,33,1,1,36,44656,,1,2019,0,9284,7829,603,1,3
32156,64,1,1,78,12877,,6,2009,1,2413,9674,866,1,8
40694,99,1,1,18,57581,,7,1999,1,338,3042,724,0,9
94532,27,0,0,28,68592,,3,2017,1,5959,824,948,1,2
41269,28,1,1,70,27131,,7,2019,1,9458,8594,417,1,2
12376,56,0,1,79,80060,,1,2009,1,3177,7284,562,1,5
29435,69,0,1,19,48467,,7,1991,0,3899,8130,499,1,10
891,25,1,0,14,8816,,7,2020,0,6195,8027,826,0,4
81901,89,1,1,59,82667,,6,2012,1,7253,4565,472,0,5
8138,59,0,0,39,45026,,4,2014,1,57,7754,645,1,9
87901,43,1,0,57,44763,,3,2008,0,6765,4337,994,1,1
43845,23,0,0,57,76539,,3,2019,1,302,867,917,1,4
30858,28,1,1,32,24343,,1,1997,0,2575,2710,351,1,9
80323,100,1,0,86,49703,,8,1995,0,5662,8850,349,0,1
56727,76,1,0,99,90257,,9,2016,0,5838,8336,251,1,6
15765,33,1,0,13,13451,,3,2019,0,1003,3215,554,0,2
86276,45,1,0,93,36645,,10,2008,1,895,925,895,1,1
2011,61,1,1,37,88163,,10,2019,0,9543,5105,975,0,2
30187,55,1,1,82,37034,,2,2011,1,8079,5017,452,0,8
95795,48,0,0,69,17479,,7,2012,0,2275,5958,770,1,7
72820,87,0,0,69,91405,,6,2008,0,6740,8697,849,1,1
13550,43,1,0,37,43418,,2,2014,0,2437,4308,326,1,6
72781,12,0,0,25,44361,,2,2019,1,2119,3025,270,1,1
80294,65,0,1,67,67050,,6,2010,0,8307,6558,413,1,3
88086,97,0,1,41,64033,,2,2007,0,1572,5277,195,0,2
22939,37,0,1,25,92862,,6,2012,1,3285,7116,923,1,5
68188,23,0,1,48,26178,,6,2012,1,9355,7231,249,0,10
32244,67,1,1,87,99261,,4,2001,0,8227,5168,188,0,3
47894,3,1,1,52,85985,,6,1996,0,7893,2905,961,1,6
16960,39,1,0,28,62240,,9,2002,1,4044,2861,134,1,3
15330,33,0,0,23,92191,,1,2009,1,9370,7917,850,1,0
60443,81,0,0,37,43492,,8,2017,0,1402,4592,960,0,8
26304,79,0,0,23,53935,,2,2006,1,5209,1391,968,0,2
60619,62,1,1,93,93976,,4,2020,1,3414,7498,537,0,5
53690,5,0,1,88,6539,,8,2000,0,783,6981,391,0,0
21104,12,0,1,86,21135,,6,2008,0,8164,7067,194,1,0
98551,68,0,1,78,85725,,8,1992,1,1830,9237,206,1,10
61238,70,1,0,39,92628,,7,2013,1,4070,5767,119,1,3
40846,23,1,1,3,65290,,8,2014,1,8833,4877,711,0,0
90262,97,0,1,45,58562,,10,2008,0,3904,7443,447,0,10
30322,54,0,0,7,27859,,7,2015,0,1680,8794,360,0,8
35503,12,1,1,5,5680,,8,1992,1,7685,6884,459,1,3
56701,27,1,1,36,27612,,1,2009,0,7864,6314,706,0,4
27786,79,0,1,45,6863,,2,2001,0,5008,9584,519,1,6
