SquareMeters,NumberOfRooms,HasYard,NumPrevOwners,Attic,HasGuestRoom,price
31906,15,0.0,3.0,2749,9,3194626.0
51672,89,0.0,10.0,2856,10,5176324.2
31990,100,0.0,6.0,7846,0,3204947.8
12099,53,0.0,8.0,9320,10,1216298.1
29366,22,0.0,3.0,9159,9,2941676.7
429,83,0.0,5.0,1264,0,49802.6
65413,96,0.0,5.0,3629,5,6545051.4
83090,56,1.0,7.0,1640,2,8315777.4
16218,66,1.0,10.0,548,8,1630148.5
64943,100,0.0,2.0,483,9,6495254.0
1947,6,0.0,10.0,2035,6,198209.3
4009,37,1.0,9.0,1820,4,406778.5
41404,2,0.0,8.0,9838,8,4147112.0
34469,70,0.0,6.0,9672,4,3450552.7
16254,27,1.0,9.0,186,6,1630892.0
63941,22,0.0,5.0,7407,4,6396123.4
65582,39,0.0,2.0,5857,10,6563957.3
49407,4,0.0,9.0,7813,5,4947076.8
17847,99,1.0,7.0,7689,0,1796189.1
17847,99,1.0,7.0,7689,0,1791186.6
17847,97,0.0,7.0,2698,3,1796189.1
17847,97,0.0,7.0,2698,3,1791186.6
73769,84,1.0,7.0,4278,6,7385023.4
40912,4,1.0,9.0,4000,8,4100574.2
30632,43,0.0,5.0,2103,7,3071259.9
92329,97,0.0,6.0,6535,5,9242250.4
94457,63,1.0,9.0,9491,9,9453238.7
94457,63,1.0,9.0,9491,9,9455820.1
94457,17,1.0,2.0,9297,8,9453238.7
94457,17,1.0,2.0,9297,8,9455820.1
45739,67,1.0,1.0,2146,7,4576141.5
31774,3,1.0,5.0,5011,0,3180672.8
272,79,0.0,9.0,2630,9,30703.1
92618,66,1.0,2.0,6920,5,9267692.0
97566,74,1.0,3.0,8492,6,9765060.4
74348,61,0.0,1.0,6156,1,7438478.8
34035,90,0.0,5.0,4387,2,3407854.1
25078,90,0.0,5.0,2225,0,2514434.8
80023,30,1.0,7.0,2764,3,8011758.1
4141,55,1.0,2.0,909,2,421086.1
87245,63,0.0,2.0,6224,9,8726378.1
15981,9,0.0,7.0,2172,2,1600688.4
66944,3,1.0,4.0,5075,10,6698622.7
71437,100,1.0,6.0,9061,9,7150458.1
33742,65,1.0,9.0,9272,2,3385270.3
37677,5,1.0,5.0,973,8,3776536.2
3760,92,0.0,10.0,1139,5,382598.5
1668,74,0.0,2.0,6615,10,168399.4
74500,68,0.0,9.0,3341,5,7452595.7
88272,79,1.0,8.0,1243,2,8835369.7
42230,5,0.0,10.0,9183,8,4228536.9
21346,36,1.0,8.0,5489,6,2144809.6
62388,33,1.0,8.0,7307,4,6244189.2
9196,17,0.0,9.0,4963,9,926114.0
3939,40,1.0,6.0,8560,6,404238.1
5132,54,1.0,1.0,5389,2,520566.8
52820,58,1.0,10.0,248,7,5289930.5
56694,26,0.0,4.0,3036,10,5674217.2
21648,13,1.0,10.0,1715,9,2177627.1
11513,88,1.0,4.0,4854,2,1160638.8
86850,86,0.0,3.0,4384,6,8685896.3
84311,87,1.0,10.0,4324,10,8444031.2
84311,87,1.0,10.0,4324,10,8442220.1
84311,87,1.0,10.0,4324,10,8438142.4
84311,4,0.0,4.0,3812,4,8444031.2
84311,4,0.0,4.0,3812,4,8442220.1
84311,4,0.0,4.0,3812,4,8438142.4
84311,44,1.0,9.0,6898,1,8444031.2
84311,44,1.0,9.0,6898,1,8442220.1
84311,44,1.0,9.0,6898,1,8438142.4
70139,57,1.0,2.0,2078,8,7021733.1
38691,59,1.0,6.0,8502,6,3877340.9
4769,15,1.0,10.0,2093,9,488123.4
4456,65,1.0,10.0,8645,2,451747.5
66727,25,0.0,3.0,569,4,6675463.7
21856,5,1.0,6.0,3619,5,2190424.3
73542,93,0.0,7.0,6635,3,7361356.1
13423,62,0.0,6.0,711,10,1344222.7
91361,89,0.0,6.0,945,8,9138709.4
8583,64,1.0,1.0,4576,4,868189.5
67671,96,0.0,10.0,1761,5,6769786.8
74235,80,0.0,9.0,3927,0,7424923.4
37531,25,1.0,3.0,6261,8,3757051.6
66610,8,0.0,7.0,1202,10,6662840.0
88869,11,0.0,7.0,1895,5,8893331.1
56102,64,1.0,1.0,6292,1,5620090.4
98114,73,1.0,10.0,3127,0,9817419.9
82310,95,1.0,10.0,673,10,8240688.5
6601,52,1.0,6.0,927,4,674121.6
39130,3,0.0,10.0,2622,6,3921493.4
26848,77,1.0,8.0,865,1,2689927.2
77975,28,1.0,10.0,8536,10,7801482.9
78739,4,1.0,3.0,8138,6,7883763.7
59704,32,0.0,8.0,157,5,5974678.9
1634,10,0.0,9.0,5899,6,166341.4
83954,71,0.0,8.0,143,9,8396809.0
6381,56,0.0,1.0,7504,2,639687.3
16817,53,0.0,2.0,7012,0,1694147.8
88402,75,0.0,3.0,9712,0,8848110.7
12020,56,1.0,2.0,5416,2,1212214.1
16602,31,0.0,8.0,7057,1,1664806.2
81800,16,0.0,6.0,6438,8,8188934.1
211,10,0.0,5.0,1039,1,24058.9
21106,58,1.0,10.0,3590,2,2117995.6
53833,77,0.0,8.0,3220,1,5388850.1
96246,62,1.0,3.0,6455,7,9631618.9
62199,61,0.0,9.0,2759,8,6222956.1
67216,72,1.0,6.0,316,3,6729066.6
82395,4,1.0,5.0,1725,3,8246501.7
89880,93,1.0,10.0,4737,4,8998164.2
42686,61,0.0,5.0,1445,1,4271554.5
68043,34,0.0,10.0,28,0,6814850.2
88821,1,0.0,9.0,8434,9,8886403.6
74641,91,0.0,10.0,6351,4,7465378.0
32121,41,1.0,10.0,5744,7,3220114.3
43665,51,0.0,10.0,3646,5,4375632.4
22849,54,0.0,7.0,5229,8,2286370.4
51021,1,0.0,6.0,4943,3,5108595.1
25316,99,1.0,3.0,2275,3,2535882.9
77346,34,0.0,1.0,6179,4,7738601.0
18346,7,0.0,4.0,2351,9,1839603.8
72368,74,1.0,3.0,2219,10,7245229.2
18014,85,1.0,5.0,7725,3,1810349.5
56391,99,1.0,4.0,5379,2,5641537.2
30007,48,1.0,3.0,7327,6,3008473.3
70179,50,0.0,4.0,9880,2,7027779.1
4813,2,1.0,6.0,9376,4,495134.2
80331,49,0.0,6.0,3504,4,8037047.5
68153,45,1.0,3.0,9191,5,6822830.3
90954,57,1.0,1.0,2717,5,9102269.0
24168,18,0.0,3.0,4171,4,2420503.7
10781,21,1.0,9.0,1688,0,1085988.0
70810,37,1.0,7.0,3127,5,7086297.1
92505,51,1.0,10.0,8449,0,9259024.7
4768,93,0.0,5.0,9010,3,483681.6
23668,11,0.0,7.0,1084,10,2372045.6
27093,14,1.0,6.0,8108,2,2718663.6
11519,71,0.0,1.0,7809,9,1160066.6
90122,35,0.0,8.0,7305,3,9017994.4
85198,59,0.0,7.0,8880,10,8520917.7
75571,63,1.0,5.0,5256,0,7562964.9
61478,48,1.0,4.0,4703,10,6151688.8
64180,36,1.0,6.0,770,4,6425560.2
71527,3,1.0,5.0,284,5,7159280.8
77855,59,1.0,7.0,7871,2,7797856.8
54169,76,1.0,8.0,593,4,5424360.7
74689,44,1.0,3.0,7185,8,7476071.6
74689,44,1.0,3.0,7185,8,7484096.8
74689,60,1.0,9.0,3670,6,7476071.6
74689,60,1.0,9.0,3670,6,7484096.8
59509,6,1.0,5.0,2540,3,5956829.4
5340,86,0.0,10.0,7363,2,538173.1
10082,3,1.0,8.0,6289,5,1016018.8
35763,54,1.0,7.0,460,3,3578936.3
81375,67,1.0,3.0,4753,5,8144015.3
74875,7,0.0,4.0,5865,1,7493537.9
74875,7,0.0,4.0,5865,1,7495681.7
74875,98,1.0,4.0,7176,1,7493537.9
74875,98,1.0,4.0,7176,1,7495681.7
14623,98,1.0,4.0,8939,1,1468584.5
46282,17,1.0,2.0,8674,6,4635687.9
11124,67,1.0,4.0,8771,7,1125532.5
20634,23,0.0,8.0,6038,6,2066809.2
73473,60,1.0,5.0,1608,10,7354795.0
9130,37,1.0,10.0,5767,2,921139.2
10342,83,1.0,3.0,3600,1,1043513.6
30291,10,0.0,8.0,7717,7,3030131.7
52756,76,1.0,3.0,8343,10,5290006.8
56155,23,0.0,8.0,594,1,5617383.2
45587,15,1.0,6.0,345,3,4563744.0
21070,90,0.0,9.0,9486,3,2112717.9
18603,8,1.0,4.0,1445,5,1871116.7
85134,29,0.0,8.0,8601,3,8514100.1
28825,74,1.0,7.0,5456,5,2887905.9
28825,74,1.0,7.0,5456,5,2886304.1
28825,79,0.0,4.0,3333,2,2887905.9
28825,79,0.0,4.0,3333,2,2886304.1
4680,6,1.0,1.0,5922,8,472741.0
35706,65,1.0,2.0,4918,7,3574742.3
24321,59,1.0,2.0,5226,8,2440786.3
36321,97,1.0,10.0,937,9,3638628.3
85415,55,1.0,5.0,9334,6,8550149.8
8731,90,1.0,10.0,7290,3,880713.5
80634,46,0.0,7.0,5555,8,8065315.1
30631,13,0.0,2.0,943,8,3070674.0
56065,35,1.0,3.0,2532,7,5614119.8
49574,45,0.0,5.0,2897,2,4967356.7
75408,30,0.0,7.0,2594,4,7545062.4
735,66,1.0,6.0,8989,4,84567.5
925,94,1.0,5.0,3525,4,104727.8
925,94,1.0,5.0,3525,4,97785.8
925,16,1.0,4.0,727,2,104727.8
925,16,1.0,4.0,727,2,97785.8
22714,2,0.0,4.0,1845,0,2278508.0
22714,2,0.0,4.0,1845,0,2276626.9
22714,17,0.0,2.0,6202,1,2278508.0
22714,17,0.0,2.0,6202,1,2276626.9
99053,20,1.0,6.0,5549,1,9914114.3
65914,5,1.0,8.0,9990,6,6599320.9
76613,71,1.0,3.0,5931,3,7665959.0
1862,48,0.0,3.0,8624,3,193540.0
27600,13,0.0,5.0,1612,9,2764902.0
71241,42,0.0,1.0,3969,7,7135011.1
67247,59,0.0,5.0,6497,3,6733795.3
79073,21,0.0,4.0,8427,2,7913819.2
9208,58,0.0,4.0,8968,6,922791.4
51875,4,1.0,7.0,3150,4,5193634.4
92445,92,1.0,2.0,1114,4,9249510.7
13470,35,0.0,10.0,6041,1,1350039.5
29722,96,0.0,1.0,6088,5,2977107.1
18104,76,0.0,2.0,7407,0,1816871.9
98701,69,1.0,6.0,7051,4,9879541.2
30239,27,1.0,2.0,6671,0,3029749.6
77857,14,0.0,10.0,437,3,7788400.2
22737,17,1.0,5.0,8462,5,2278169.6
24896,93,0.0,4.0,8672,4,2494839.9
98793,70,0.0,4.0,8325,2,9885562.4
14224,76,1.0,7.0,9669,2,1427508.1
65001,18,1.0,6.0,2386,8,6504375.3
84479,4,0.0,4.0,4058,7,8454598.0
49415,61,0.0,2.0,294,4,4943067.9
75177,82,0.0,1.0,3117,1,7519419.5
95630,42,1.0,10.0,2659,4,9572960.1
40911,43,1.0,10.0,9423,8,4100225.2
71151,17,0.0,10.0,7894,1,7117551.4
48392,44,0.0,7.0,5032,8,4841545.2
76649,77,0.0,3.0,3412,10,7667431.3
5390,52,1.0,7.0,1111,6,547066.0
44938,58,1.0,6.0,7451,4,4510650.7
50595,75,0.0,8.0,1253,9,5067161.6
43776,14,0.0,1.0,4449,4,4387370.7
70110,98,1.0,4.0,6132,7,7015646.0
40760,79,0.0,5.0,8537,3,4080383.1
39524,5,0.0,1.0,3364,7,3953344.5
6597,10,1.0,4.0,945,10,670292.4
19674,84,1.0,1.0,8988,9,1978538.1
57415,41,1.0,8.0,694,8,5752675.2
2143,62,0.0,4.0,9402,2,220656.8
37302,91,0.0,9.0,87,8,3734886.4
64964,53,0.0,9.0,726,10,6498171.2
67691,28,0.0,5.0,8576,10,6772663.5
727,18,1.0,4.0,9110,7,77725.4
70068,31,1.0,4.0,1743,0,7015755.4
61771,94,0.0,8.0,6348,9,6181734.6
62878,95,0.0,6.0,424,3,6289361.8
64505,89,0.0,1.0,5007,9,6459212.8
95116,62,1.0,2.0,1122,3,9518909.7
39418,53,0.0,4.0,5993,7,3950046.0
47022,14,1.0,4.0,5303,3,4709643.6
36778,61,1.0,10.0,2737,6,3692148.2
95702,29,1.0,3.0,2189,4,9577615.3
86793,38,1.0,2.0,3629,6,8682439.4
12584,20,1.0,3.0,8350,10,1266802.2
54520,29,0.0,5.0,8461,6,5457270.7
4099,40,1.0,9.0,8741,7,415756.3
75948,55,0.0,4.0,3622,0,7601880.6
89305,48,1.0,1.0,4535,8,8938801.1
26506,95,0.0,3.0,6376,1,2660579.5
6921,53,0.0,1.0,5529,4,693484.9
8346,6,0.0,1.0,3558,0,839157.0
90050,66,0.0,10.0,7548,0,9007562.4
33341,35,0.0,1.0,9374,8,3342152.3
17467,30,1.0,3.0,5090,3,1751070.1
67672,30,1.0,3.0,8764,6,6773654.5
46771,18,0.0,4.0,5702,1,4687350.1
33700,69,0.0,7.0,8146,3,3377757.5
95076,10,1.0,6.0,1619,8,9513379.9
68535,72,0.0,7.0,610,7,6857533.1
87567,2,1.0,5.0,4409,8,8763657.0
47807,31,1.0,5.0,2299,5,4790133.2
24942,7,1.0,8.0,6778,10,2502371.3
19702,27,1.0,2.0,2850,5,1974353.0
7001,85,0.0,8.0,5633,0,709874.0
26872,88,1.0,2.0,3737,9,2692017.1
24081,54,1.0,9.0,694,10,2418822.3
40992,23,1.0,7.0,2315,7,4107719.8
48102,15,1.0,4.0,527,10,4815224.9
90219,48,1.0,9.0,8708,3,9024572.8
58935,21,1.0,7.0,974,5,5902606.8
99277,35,1.0,8.0,6662,10,9935775.0
90528,50,0.0,8.0,8759,2,9063314.4
61867,58,1.0,6.0,6613,4,6190959.6
61877,97,0.0,9.0,3479,1,6194435.1
62187,58,0.0,10.0,1773,2,6220397.4
82176,61,1.0,2.0,1050,8,8225804.9
36528,9,0.0,10.0,1545,9,3664294.1
61942,5,0.0,3.0,1385,3,6201486.8
97430,86,0.0,10.0,1371,8,9745071.9
60226,79,1.0,4.0,9557,5,6035968.6
20346,93,0.0,8.0,4171,0,2039146.6
65982,64,1.0,4.0,9728,6,6607360.2
31886,81,1.0,7.0,2809,5,3192104.1
98348,93,0.0,9.0,8362,10,9838800.1
80722,21,0.0,6.0,9407,1,8075401.9
15588,76,0.0,4.0,1928,4,1563887.5
41797,63,0.0,2.0,3429,0,4182295.7
26599,50,0.0,4.0,6735,3,2665969.5
32874,24,0.0,5.0,9276,9,3290324.1
22205,71,1.0,9.0,193,7,2225365.9
58657,94,0.0,3.0,9572,5,5867038.3
23552,18,0.0,6.0,2310,4,2363314.2
23552,18,0.0,6.0,2310,4,2359256.2
23552,49,1.0,5.0,1627,9,2363314.2
23552,49,1.0,5.0,1627,9,2359256.2
93202,11,1.0,4.0,574,0,9325154.9
48478,59,0.0,6.0,1102,2,4852762.3
27969,73,1.0,9.0,3714,0,2809123.4
17015,82,0.0,6.0,4010,4,1702646.6
25066,8,1.0,1.0,579,3,2516535.3
31651,14,0.0,1.0,7311,4,3166991.2
62001,13,0.0,2.0,4442,1,6204127.2
71532,54,1.0,9.0,7103,6,7159102.0
45285,12,1.0,2.0,6392,8,4537104.8
59099,62,0.0,3.0,1659,0,5917182.6
73048,22,1.0,7.0,4393,3,7316030.9
2501,79,0.0,2.0,3031,0,255027.8
11620,60,1.0,8.0,9393,5,1169300.2
55228,45,0.0,9.0,1711,9,5533494.2
83411,4,0.0,4.0,580,1,8346545.3
44721,100,0.0,3.0,2349,8,4475605.3
16360,9,0.0,10.0,7700,10,1641010.4
17306,60,1.0,9.0,5131,10,1741614.4
49820,15,0.0,9.0,6127,5,4987130.6
92241,40,1.0,3.0,5495,10,9234830.9
64318,1,1.0,3.0,5111,10,6446168.2
62785,11,1.0,6.0,1510,5,6281861.1
71517,54,0.0,9.0,2837,8,7160579.9
48401,39,0.0,2.0,8420,4,4846713.0
40839,78,1.0,9.0,2511,2,4092414.0
44219,15,1.0,5.0,4242,1,4436813.1
61455,61,1.0,8.0,6020,1,6150227.0
31862,2,1.0,1.0,7351,10,3198138.0
34137,50,1.0,8.0,2589,1,3425405.7
85661,8,1.0,8.0,9323,10,8570393.3
60988,68,0.0,1.0,7206,3,6106833.0
31308,56,0.0,3.0,6205,4,3138606.1
91419,55,1.0,9.0,6556,2,9147142.2
46317,95,0.0,3.0,204,2,4638805.5
46317,95,0.0,3.0,204,2,4634439.0
46317,20,0.0,6.0,2790,0,4638805.5
46317,20,0.0,6.0,2790,0,4634439.0
20810,97,0.0,8.0,1128,4,2087901.4
72269,72,1.0,9.0,9819,0,7237251.8
38856,67,0.0,4.0,187,5,3890014.8
51212,83,0.0,2.0,465,5,5129933.7
31246,13,0.0,6.0,5932,1,3127463.8
75354,2,0.0,2.0,8157,8,7546076.9
69352,30,1.0,10.0,7834,0,6945828.6
36673,31,1.0,9.0,5467,4,3673398.3
83421,32,1.0,7.0,6081,8,8348850.5
75593,62,1.0,10.0,609,10,7567839.3
60653,8,1.0,1.0,7329,10,6076327.8
17699,64,0.0,3.0,374,6,1775017.3
11587,41,1.0,1.0,2130,9,1166616.1
23262,71,0.0,8.0,2396,9,2328515.8
60022,52,1.0,8.0,4475,2,6013402.1
60759,17,0.0,4.0,2866,7,6079351.6
10798,27,1.0,9.0,3505,6,1086266.3
13163,46,1.0,3.0,9175,2,1327820.4
99750,4,1.0,5.0,1496,2,9982515.1
78980,10,1.0,9.0,2129,0,7903451.8
71251,22,1.0,7.0,2165,9,7132789.5
60656,82,1.0,7.0,6322,4,6074331.4
18854,40,1.0,9.0,9065,6,1896031.6
20282,18,0.0,1.0,9522,6,2029680.1
87580,59,0.0,5.0,8987,2,8763378.4
76238,6,0.0,4.0,1896,2,7625604.1
82707,79,1.0,8.0,8269,2,8278043.1
78114,81,0.0,4.0,7038,0,7818981.9
85405,63,1.0,5.0,2349,8,8555783.5
92885,73,0.0,10.0,1753,1,9293817.3
74947,40,1.0,8.0,9180,3,7500281.4
81609,100,0.0,8.0,5622,4,8167029.5
82641,31,0.0,5.0,6775,4,8272783.1
16411,46,1.0,10.0,7629,2,1652454.0
73237,15,1.0,8.0,6765,1,7326285.3
55821,55,0.0,5.0,1962,6,5583521.8
38171,51,1.0,1.0,4011,4,3826368.2
86433,56,0.0,5.0,5351,5,8644331.5
21136,17,1.0,8.0,2765,5,2124234.3
48162,83,0.0,6.0,4703,3,4822052.5
22238,82,1.0,7.0,4728,8,2227703.6
66813,65,1.0,5.0,2281,10,6689557.3
79256,48,0.0,10.0,2329,9,7931579.3
45383,78,1.0,2.0,5987,4,4542972.9
33974,38,0.0,6.0,6315,0,3403907.6
2017,80,1.0,10.0,8177,6,210585.6
8318,24,0.0,9.0,9699,3,832684.1
78791,82,1.0,10.0,5831,5,7886106.0
95878,2,0.0,6.0,9166,0,9591246.8
79499,39,1.0,7.0,2016,4,7955951.3
71601,42,0.0,8.0,5261,2,7164956.0
31995,54,1.0,7.0,7321,0,3203127.8
5475,37,0.0,5.0,4370,10,551668.8
5475,37,0.0,5.0,4370,10,557404.7
5475,78,1.0,9.0,3512,6,551668.8
5475,78,1.0,9.0,3512,6,557404.7
91703,28,0.0,5.0,478,3,9173404.8
9881,87,1.0,8.0,9647,8,996563.3
49904,72,0.0,6.0,7263,3,4995940.1
49904,72,0.0,6.0,7263,3,4998671.4
49904,92,0.0,9.0,4176,0,4995940.1
49904,92,0.0,9.0,4176,0,4998671.4
61529,28,0.0,1.0,5835,7,6154223.0
17052,58,0.0,2.0,2247,0,1706550.3
79361,12,1.0,10.0,4568,2,7946598.9
30633,34,0.0,2.0,793,7,3071938.4
14535,100,0.0,3.0,1414,2,1455259.7
64918,91,0.0,1.0,4642,2,6494744.1
52424,100,0.0,7.0,4354,10,5252384.9
1144,29,0.0,10.0,1139,8,118555.8
76654,71,0.0,6.0,7573,7,7667673.2
70474,12,0.0,4.0,4069,8,7048195.7
33369,70,0.0,6.0,9071,9,3337636.7
79065,8,0.0,8.0,5503,8,7912800.8
16599,97,0.0,7.0,9786,4,1665461.9
64654,32,0.0,5.0,1777,7,6467876.1
33177,16,1.0,8.0,3127,3,3326989.7
63711,42,0.0,2.0,8751,5,6372039.7
98857,4,1.0,2.0,8943,5,9898892.5
98857,4,1.0,2.0,8943,5,9889895.6
98857,85,1.0,3.0,8646,3,9898892.5
98857,85,1.0,3.0,8646,3,9889895.6
56134,49,0.0,9.0,5456,8,5619428.9
31258,7,0.0,1.0,5276,10,3127112.1
30442,48,0.0,9.0,4550,7,3049370.8
33207,66,1.0,8.0,8204,10,3334198.0
2138,60,0.0,5.0,662,2,217519.8
22593,20,0.0,3.0,6594,2,2262197.7
64253,94,1.0,5.0,7165,7,6431182.6
54936,39,1.0,3.0,2513,5,5505207.1
1430,13,0.0,4.0,5969,5,148835.8
79934,57,1.0,3.0,6093,4,8002735.6
52618,19,1.0,3.0,3346,8,5270796.8
39626,79,1.0,10.0,1003,6,3972452.6
82252,65,0.0,9.0,6947,6,8233956.0
30373,42,1.0,3.0,6108,3,3044199.1
50576,44,0.0,1.0,8014,1,5059529.8
88955,73,1.0,5.0,5299,0,8898280.2
42933,15,1.0,8.0,3656,4,4302362.3
34176,97,0.0,1.0,8401,3,3421425.9
47097,78,1.0,7.0,6265,2,4716535.1
10641,15,0.0,10.0,3156,3,1069818.1
30888,52,0.0,2.0,2623,9,3095632.6
77165,76,0.0,1.0,3477,10,7719488.8
23061,28,0.0,2.0,4157,0,2312106.9
10197,54,1.0,6.0,3989,1,1025552.0
35259,69,0.0,9.0,6789,4,3527026.3
7155,93,0.0,10.0,641,5,724105.0
9552,29,0.0,8.0,5442,2,956627.1
6061,21,1.0,4.0,8248,0,613117.7
9664,77,0.0,10.0,1704,2,968805.2
34070,43,0.0,7.0,273,4,3416611.4
61445,70,1.0,5.0,7647,5,6157121.0
43188,8,0.0,9.0,1176,3,4320637.6
98846,61,0.0,6.0,1040,10,9892058.3
92292,55,1.0,3.0,9873,3,9238491.2
64926,67,1.0,5.0,1166,10,6504452.9
25373,73,1.0,7.0,1510,2,2541919.8
72859,97,0.0,2.0,230,8,7289714.1
34487,36,1.0,5.0,786,5,3452462.8
29752,86,0.0,9.0,753,7,2982668.0
57203,49,0.0,3.0,6456,4,5722619.3
89873,84,1.0,10.0,330,4,8997133.1
33601,15,1.0,6.0,2929,6,3367765.3
180,63,0.0,2.0,3119,10,19638.0
27571,98,0.0,1.0,4349,2,2767842.8
18757,75,0.0,8.0,771,2,1880601.8
60734,48,0.0,6.0,8086,1,6075765.4
50327,82,0.0,10.0,5441,3,5036872.5
61049,96,0.0,1.0,3761,1,6113701.6
92594,8,0.0,2.0,9224,1,9265539.6
85772,6,0.0,1.0,7382,9,8579037.1
77461,73,1.0,10.0,1365,2,7756205.6
91560,35,1.0,7.0,2686,6,9162963.5
14536,79,0.0,1.0,1248,8,1464600.6
75504,19,1.0,1.0,841,1,7558113.0
24025,1,0.0,3.0,3280,4,2406060.3
24025,1,0.0,3.0,3280,4,2415923.9
24025,18,1.0,4.0,8500,9,2406060.3
24025,18,1.0,4.0,8500,9,2415923.9
13760,10,1.0,10.0,1611,6,1382162.1
77009,38,1.0,5.0,4447,3,7706407.2
91287,45,1.0,8.0,2544,0,9138828.0
47722,24,0.0,5.0,3216,9,4774661.8
41250,28,0.0,6.0,5881,7,4126032.9
44638,18,0.0,5.0,1184,9,4466312.2
76640,59,0.0,9.0,9639,5,7669425.6
85104,96,0.0,10.0,4500,7,8516196.5
85104,96,0.0,10.0,4500,7,8517206.4
85104,7,1.0,6.0,5629,2,8516196.5
85104,7,1.0,6.0,5629,2,8517206.4
35647,72,0.0,6.0,522,4,3567681.8
36219,37,1.0,6.0,1829,3,3634081.3
80329,47,0.0,4.0,5787,3,8040769.0
80958,42,1.0,1.0,6923,4,8098151.8
47995,56,0.0,2.0,6867,7,4801423.1
45690,93,1.0,6.0,3533,8,4578301.2
22802,89,0.0,4.0,3329,8,2282203.1
63272,72,1.0,4.0,9599,7,6333289.2
62137,80,1.0,8.0,7667,10,6220991.3
465,54,1.0,2.0,8046,0,52762.9
58529,29,0.0,2.0,9112,8,5859182.2
93440,60,1.0,3.0,8664,7,9347335.9
80489,24,0.0,3.0,2237,2,8056228.2
29543,27,0.0,5.0,4494,8,2961309.5
1102,45,1.0,6.0,7583,6,115594.1
47649,30,0.0,5.0,3408,7,4766437.2
44129,16,0.0,7.0,8426,10,4416603.9
90874,72,1.0,4.0,730,1,9094822.9
11027,5,0.0,2.0,1291,0,1103790.1
17618,87,0.0,2.0,3288,6,1765108.4
69182,34,1.0,5.0,8975,9,6925021.3
4348,54,0.0,8.0,3905,1,435301.8
19336,9,0.0,6.0,7999,5,1935699.6
82819,12,0.0,2.0,853,10,8293339.5
27265,100,0.0,3.0,1939,6,2727791.8
26061,95,0.0,3.0,6484,9,2608428.3
91482,86,1.0,2.0,4388,6,9153595.3
13853,71,0.0,2.0,4258,0,1387448.1
16055,90,0.0,1.0,7371,0,1608022.7
74175,44,1.0,4.0,3771,7,7421888.3
7658,93,0.0,8.0,2485,9,767255.6
39682,100,0.0,5.0,6822,5,3971367.0
8370,43,0.0,6.0,5159,1,842743.0
89671,71,0.0,5.0,2312,0,8967749.4
66391,55,1.0,10.0,3420,8,6650282.4
8139,88,0.0,8.0,2218,6,819245.9
68180,72,0.0,8.0,4127,2,6824641.8
21982,35,1.0,6.0,4570,8,2203909.4
54456,90,0.0,8.0,4930,6,5446902.4
12198,30,0.0,8.0,3252,3,1228783.2
32527,56,0.0,2.0,2594,6,3263461.3
10676,67,0.0,7.0,585,0,1079940.3
96433,18,1.0,10.0,7225,9,9650853.6
71484,11,0.0,2.0,1030,10,7153673.5
99217,26,0.0,2.0,9699,3,9923434.8
18523,38,1.0,2.0,7616,9,1860031.1
53978,16,0.0,3.0,1176,9,5399675.2
53978,16,0.0,3.0,1176,9,5399425.1
53978,3,0.0,4.0,9585,7,5399675.2
53978,3,0.0,4.0,9585,7,5399425.1
67825,8,0.0,5.0,1002,4,6787554.1
82292,53,1.0,1.0,904,9,8242155.9
75848,52,1.0,5.0,578,9,7591705.7
97520,73,0.0,2.0,6469,2,9752798.2
59571,61,0.0,8.0,3883,8,5958531.6
35967,25,1.0,9.0,6939,7,3607974.2
50614,86,1.0,7.0,7441,5,5066290.0
6348,12,0.0,1.0,7586,1,640585.2
77454,80,1.0,10.0,8432,7,7755247.6
91290,22,1.0,2.0,2521,7,9136100.7
67226,25,1.0,9.0,8704,8,6733312.5
44966,99,1.0,3.0,2525,10,4509078.9
44966,99,1.0,3.0,2525,10,4497556.0
44966,52,0.0,10.0,6140,8,4509078.9
44966,52,0.0,10.0,6140,8,4497556.0
45455,81,1.0,1.0,954,5,4550968.1
21671,71,0.0,9.0,1958,6,2168225.7
19325,58,0.0,8.0,9675,2,1937569.9
55326,33,1.0,6.0,8671,7,5543245.0
77197,69,1.0,5.0,2841,0,7728302.7
20195,76,0.0,4.0,9564,8,2026607.1
89075,8,1.0,2.0,1716,5,8916325.7
92412,89,1.0,5.0,9311,8,9247709.6
88598,59,0.0,3.0,486,3,8860919.5
72399,61,0.0,2.0,9518,7,7241380.4
71236,77,1.0,10.0,5735,1,7129055.7
30463,59,1.0,10.0,1510,3,3058364.8
35863,54,0.0,4.0,518,4,3591772.1
7486,95,1.0,2.0,3013,9,760180.9
84740,32,0.0,4.0,1846,5,8482053.2
23513,11,0.0,5.0,1522,10,2357581.5
46226,25,1.0,8.0,1316,8,4638847.6
38742,100,1.0,8.0,6396,1,3878002.2
14261,66,1.0,3.0,8809,10,1431647.3
81492,74,0.0,9.0,1404,0,8154513.0
44475,84,0.0,9.0,7651,1,4452792.5
4617,71,0.0,7.0,5627,3,466004.5
93608,21,0.0,2.0,101,6,9364080.0
98788,27,1.0,9.0,5002,3,9884496.4
17085,57,1.0,4.0,7240,4,1724807.8
92837,32,1.0,8.0,7286,10,9289481.6
30136,74,0.0,7.0,3913,4,3018980.3
22663,24,0.0,1.0,630,3,2271081.8
36477,8,0.0,3.0,4590,3,3649873.1
32294,18,1.0,6.0,7744,8,3237695.4
