wine_id,taster_name,title,points
26992,Kerin Oâ€™Keefe,Tenuta Cocci Grifoni 2012 Tellus Verdicchio (Marche),87
27001,Kerin Oâ€™Keefe,Casalfarneto 2010 Riserva Crisio  (Verdicchio dei Castelli di Jesi Classico),87
27021,Kerin Oâ€™Keefe,Selva Capuzza 2013 Menasasso Riserva  (Lugana),88
27024,Kerin Oâ€™Keefe,Tasca d'Almerita 2016 Cavallo delle Fate Grillo (Sicilia),88
27025,Kerin Oâ€™Keefe,Tenuta Luisa 2015 Friulano (Isonzo del Friuli),88
27026,Kerin Oâ€™Keefe,Tenuta RapitalÃ  2016 Grillo (Sicilia),88
27027,Kerin Oâ€™Keefe,Amarano 2015 Dulcinea  (Fiano di Avellino),88
27033,Kerin Oâ€™Keefe,Castello di Spessa 2015 Friulano (Collio),88
27034,Kerin Oâ€™Keefe,Castelvecchio 2015 Malvasia (Friuli),88
27040,Kerin Oâ€™Keefe,Corte Giacobbe 2015  Soave Superiore,88
27042,Kerin Oâ€™Keefe,Di Meo 2016  Fiano di Avellino,88
27044,Kerin Oâ€™Keefe,Feudi di San Gregorio 2016 Falanghina (Sannio),88
27058,Kerin Oâ€™Keefe,Podere Brizio 2010 Riserva  (Brunello di Montalcino),94
27061,Kerin Oâ€™Keefe,La Poderina 2011 Poggio Abate Riserva  (Brunello di Montalcino),94
27073,Kerin Oâ€™Keefe,Poggio di Sotto 2012  Brunello di Montalcino,94
27125,Kerin Oâ€™Keefe,Ca' de Lion Ghione 2009 Barrique  (Barbera d'Asti Superiore),87
27129,Kerin Oâ€™Keefe,Collina San Ponzio 2011  Barolo,87
27134,Kerin Oâ€™Keefe,Fabrizio Battaglino 2012 Sergentin  (Roero),87
27136,Kerin Oâ€™Keefe,Vite Colte 2013 La Luna e i FalÃ²  (Barbera d'Asti Superiore),87
27141,Kerin Oâ€™Keefe,Bel Colle 2012 MonvijÃ¨  (Roero),87
27148,Kerin Oâ€™Keefe,Massucco 2012  Roero,86
27154,Kerin Oâ€™Keefe,I Campi 2009  Amarone della Valpolicella,89
27157,Kerin Oâ€™Keefe,Marion 2009  Valpolicella Superiore,89
27161,Kerin Oâ€™Keefe,Brunelli 2008 Campo Inferi Riserva  (Amarone della Valpolicella Classico),89
27162,Kerin Oâ€™Keefe,Buglioni 2008  Amarone della Valpolicella Classico,89
27163,Kerin Oâ€™Keefe,Cantina di Soave 2010 Rocca Alata  (Amarone della Valpolicella),89
27167,Kerin Oâ€™Keefe,Vie di Romans 2011 Piere Sauvignon (Friuli Isonzo),89
27168,Kerin Oâ€™Keefe,Zenato 2012 San Benedetto  (Lugana),89
27170,Kerin Oâ€™Keefe,Cottini 2011  Valpolicella Classico Superiore Ripasso,89
27171,Kerin Oâ€™Keefe,Delibori 2009  Amarone della Valpolicella,89
27173,Kerin Oâ€™Keefe,Gamba Gnirega 2009 Campedel  (Amarone della Valpolicella Classico),89
27174,Kerin Oâ€™Keefe,Giuseppe Campagnola 2011  Valpolicella Classico Superiore Ripasso,89
27183,,Ronco del Gelso 2008 Rive Alte White (Isonzo del Friuli),90
27187,,Mario Schiopetto 2006 Bianco White (Venezia Giulia),90
27232,Kerin Oâ€™Keefe,Paltrinieri 2015 La Riserva Brut  (Lambrusco di Sorbara),90
27236,Kerin Oâ€™Keefe,Tre Monti 2012 Thea Passito Albana (Romagna),90
27255,Kerin Oâ€™Keefe,Michele Chiarlo 2014 Cipressi Barbera,90
27279,,Inama 2009 Vigneto du Lot  (Soave Classico),92
27285,Kerin Oâ€™Keefe,D'Antiche Terre 2012  Fiano di Avellino,88
27295,Kerin Oâ€™Keefe,Vestini Campagnano 2012 Pallagrello Bianco (Terre del Volturno),88
27307,Kerin Oâ€™Keefe,Luigi Maffini 2010 Pietraincatenata Fiano (Cilento),88
27312,Kerin Oâ€™Keefe,Elena Walch 2012 Kastelaz GewÃ¼rztraminer (Alto Adige),89
27315,Kerin Oâ€™Keefe,Kellerei Kaltern Caldaro 2012 Vial Pinot Bianco (Alto Adige),89
27318,Kerin Oâ€™Keefe,Manincor 2012 Eichhorn Pinot Bianco (Alto Adige Terlano),89
27323,Kerin Oâ€™Keefe,Cantina Produttori Cortaccia 2012 Pinot Grigio (Alto Adige),89
27324,Kerin Oâ€™Keefe,Guado al Tasso 2012 Il Bruciato  (Bolgheri),89
27331,Kerin Oâ€™Keefe,Erste Neue 2012 Pinot Grigio (Alto Adige),89
27333,Kerin Oâ€™Keefe,Ottella 2013  Lugana,89
27337,Kerin Oâ€™Keefe,Nino Franco 2015 Nodi Brut  (Valdobbiadene Prosecco Superiore),93
27385,Kerin Oâ€™Keefe,Corte Archi 2010 Gli Archi  (Valpolicella Classico Superiore Ripasso),86
27389,Kerin Oâ€™Keefe,Bolla 2011 Le Poiane  (Valpolicella Classico Superiore Ripasso),86
27405,Kerin Oâ€™Keefe,Maculan 2012 Ferrata Sauvignon (Veneto),86
27414,Kerin Oâ€™Keefe,Castello di Neive 2010 Gallina  (Barbaresco),91
27421,Kerin Oâ€™Keefe,Paolo Scavino 2009 Carobric  (Barolo),91
27422,Kerin Oâ€™Keefe,Rivetto 2010 CÃ© Vanin  (Barbaresco),91
27425,Kerin Oâ€™Keefe,Prunotto 2009 Bussia  (Barolo),91
27431,Kerin Oâ€™Keefe,Monchiero 2009 Rocche di Castiglione Falletto  (Barolo),91
27432,Kerin Oâ€™Keefe,Paolo Manzone 2009 Serralunga  (Barolo),91
27436,Kerin Oâ€™Keefe,Curto Marco 2009 La Foia Arborina  (Barolo),91
27438,,Cantina Terre del Barolo 2007  Barolo,90
27441,,Fratelli Casetta 2005 Riserva  (Barolo),90
27442,,Giacomo Ascheri 2007 Sorano  (Barolo),90
27443,,Giacomo Vico 2008  Barbera d'Alba Superiore,90
27449,,Mauro Sebaste 2005 Monvigliero  (Barolo),90
27450,,Mauro Sebaste 2007 PrapÃ²  (Barolo),90
27451,,Mauro Veglio 2007 Castelletto  (Barolo),90
27455,,Paolo Manzone 2007 Serralunga  (Barolo),90
27456,,Principiano Ferdinando 2006 Serralunga  (Barolo),90
27473,Kerin Oâ€™Keefe,Giacomo Vico 2015 Donna Anita  (Roero),86
27476,Kerin Oâ€™Keefe,Marchesi di Barolo 2015  Roero,86
27479,Kerin Oâ€™Keefe,Michele Chiarlo 2015 Le Madri  (Roero),86
27494,Kerin Oâ€™Keefe,Basilisco 2013 CruÃ   (Aglianico del Vulture),89
27499,Kerin Oâ€™Keefe,Gradis'ciutta 2015 Ribolla Gialla (Collio),89
27507,Kerin Oâ€™Keefe,Franchetto 2015  Soave,89
27526,,Tolaini 2004 Al Passo Sangiovese (Toscana),88
27527,,Villa Pillo 2005 Borgoforte Red (Toscana),88
27538,,Castello Banfi 2003 Tavernelle Cabernet Sauvignon (Sant'Antimo),88
27546,,San Luciano 2004 Boschi Salviati Red (Toscana),87
27565,Kerin Oâ€™Keefe,Fontodi 2013 Vigna del Sorbo Gran Selezione  (Chianti Classico),94
27570,Kerin Oâ€™Keefe,Marchesi Antinori 2013 Solaia Red (Toscana),94
27600,Kerin Oâ€™Keefe,Il Colle 2011  Brunello di Montalcino,96
27601,Kerin Oâ€™Keefe,Biondi Santi 2011 Riserva  (Brunello di Montalcino),96
27604,Kerin Oâ€™Keefe,Le Ragnaie 2012 VV  (Brunello di Montalcino),95
27608,Kerin Oâ€™Keefe,Abbazia di Novacella 2015 Praepositus Kerner (Alto Adige),95
27640,,Col di Bacche 2005 Cupinero  (Maremma),90
27641,,Collemassari 2004 Riserva  (Montecucco),90
27642,,Pratesi 2005 Locorosso Sangiovese (Toscana),90
27644,,Tolaini 2004 Tenuta S. Giovanni Valdisanti Red (Toscana),90
27645,,Le Macchiole 2003 Scrio Syrah (Toscana),90
27648,,Marchesi de' Frescobaldi 2003 Castello di Nipozzano Mormoreto Red (Toscana),90
27649,,Guicciardini Strozzi 2004 VignarÃ¨  (Bolgheri Superiore),90
27650,,Villa Vignamaggio 2004 Cabernet Franc (Toscana),90
27651,,Volpaia 2003 Balifico Red (Toscana),90
27653,,Avignonesi-Capannelle 2003 50 & 50 Red (Toscana),90
27657,,Castello di Querceto 2003 Il Sole di Alessandro Cabernet Sauvignon (Colli della Toscana Centrale),90
27660,,Podere Sapaio 2005 Volpolo  (Bolgheri),90
27661,,Ruffino 2005 Modus Red (Toscana),90
27662,,Tenuta San Vito 2005 Madiere Red (Toscana),90
27664,,Villa Calcinaia 2004 Casarsa Merlot (Toscana),90
27668,,Guicciardini Strozzi 2001 Millanni 994 Red (Toscana),90
27672,,Feudi del Pisciotto 2010 Femme Fatale Blumarine Moscato (Sicilia),86
27686,,Podere La Vigna 2009  Rosso di Montalcino,85
27688,,Santero 2011 Santo  (Moscato d'Asti),85
27692,,Tassi 2006  Brunello di Montalcino,88
27693,,Valiano 2007  Chianti Classico,88
27696,,Fattoria di Grignano 2007 Riserva  (Chianti Rufina),88
27698,,Agricola Querciabella 2007 Querciabella  (Chianti Classico),88
27703,,Poderi Morini 2004 Nonno Ricco  (Sangiovese di Romagna),88
27706,,Castello del Trebbio 2006 Lastricato Riserva  (Chianti Rufina),88
27707,,Piandibugnano 2006 L'Erpico  (Montecucco),88
27708,,Poggio Mandorlo 2008 La Querce  (Montecucco),88
27718,,Schola Sarmenti di Terrulenta 2008 Corimei Primitivo (Salento),87
27719,,Spagnol NV Col del Sas Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),87
27727,,Villa Sandi NV Claxa Brut  (Conegliano Valdobbiadene Prosecco Superiore),87
27729,,Velenosi 2010 Brut Passerina (Marche),87
27734,,Bosio 2010  Moscato d'Asti,87
27750,,Canti NV Heritage Extra Dry  (Prosecco),85
27751,,Cantina di Puianello 2012 Contrada Borgoleto  (Lambrusco Reggiano),85
27752,,Castello di Luzzano 2011 MagÃ³t Pinot Nero (OltrepÃ² Pavese),85
27755,,Cleto Chiarli 2012 RosÃ¨ Brut de Noir Sparkling (Romagna),85
27772,,Fattoria di Grignano 2005 Salicaria Red (Toscana),90
27782,,Podere Guado al Melo 2008 Guado al Melo Rosso  (Bolgheri),90
27787,,Campo alla Sughera 2008 AdÃ¨o  (Bolgheri),90
27803,Kerin Oâ€™Keefe,Ciabot Berton 2012 Rocchettevino  (Barolo),94
27807,Kerin Oâ€™Keefe,Paolo Scavino 2013  Barolo,94
27816,Kerin Oâ€™Keefe,Arnaldo Caprai 2012 25 Anni  (Montefalco Sagrantino),94
27819,Kerin Oâ€™Keefe,L'Oca Ciuca 2015 The Drunken Goose Red (Toscana),86
27820,Kerin Oâ€™Keefe,Maestro Sanguineti 2014 Nesun Dorma Red (Toscana),86
27828,Kerin Oâ€™Keefe,Vasco Sassetti 2010 Riserva  (Brunello di Montalcino),86
27839,Kerin Oâ€™Keefe,Basile 2011 Ad Agio Riserva  (Montecucco),86
27845,Kerin Oâ€™Keefe,Campo alla Sughera 2015 Achenio White (Bolgheri),86
27881,,Fattoria San Michele a Torri 2008 Murtas Red (Colli della Toscana Centrale),89
27888,,Castello d'Albola 2007 Riserva  (Chianti Classico),89
27896,,Antinori 2008 Villa Antinori Red (Toscana),89
27899,,Tenuta San Guido 2010 Guidalberto Red (Toscana),89
27937,,Peter Zemmer 2010 Pinot Bianco (Alto Adige),85
27978,Kerin Oâ€™Keefe,Monte Zovo 2012  Amarone della Valpolicella,91
28007,Kerin Oâ€™Keefe,Latium di Morini 2015 Senza Solfiti Aggiunti  (Soave),86
28014,Kerin Oâ€™Keefe,Uccelliera 2014  Rosso di Montalcino,86
28027,Kerin Oâ€™Keefe,La Togata 2014  Rosso di Montalcino,86
28033,Kerin Oâ€™Keefe,Pietranera 2014  Rosso di Montalcino,86
28041,Kerin Oâ€™Keefe,Pinino 2014  Rosso di Montalcino,86
28042,Kerin Oâ€™Keefe,Poggio il Castellare 2014  Rosso di Montalcino,86
28050,Kerin Oâ€™Keefe,Il Borro 2008 Occhio di Pernice  (Vin Santo del Chianti),90
28053,Kerin Oâ€™Keefe,Milziade Antano 2010 Riserva  (Montefalco Rosso),90
28077,,Ruffino 2005 Riserva Santedame  (Chianti Classico),88
28078,,Signano 2005 Riserva  (Vernaccia di San Gimignano),88
28085,,Spadaio e Piecorto 2006  Chianti Classico,88
28096,Kerin Oâ€™Keefe,Villa I Cipressi 2010 Zebras  (Brunello di Montalcino),94
28098,Kerin Oâ€™Keefe,Tenuta San Guido 2011 Sassicaia  (Bolgheri Sassicaia),94
28099,Kerin Oâ€™Keefe,Bolsignano 2010 Grazia  (Brunello di Montalcino),94
28103,Kerin Oâ€™Keefe,Ciacci Piccolomini d'Aragona 2010  Brunello di Montalcino,94
28104,Kerin Oâ€™Keefe,Le Potazzine 2010  Brunello di Montalcino,94
28108,Kerin Oâ€™Keefe,Pian delle Querci 2006 Riserva  (Brunello di Montalcino),94
28112,,Feudi di San Gregorio 2006 Campanaro White (Campania),91
28117,,Manimurci 2004 Poema  (Taurasi),91
28122,,Feudi di San Gregorio 2006 Pietracalda  (Fiano di Avellino),90
28125,,Tecce 2004 Satyricon Aglianico (Irpinia),90
28130,,Salvatore Molettieri 2004 Vigna Cinque Querce  (Taurasi),90
28159,Kerin Oâ€™Keefe,Agostino Bosco 2011 Neirane  (Barolo),90
28162,Kerin Oâ€™Keefe,Cascina Bruciata 2011 Cannubi Muscatel  (Barolo),90
28163,Kerin Oâ€™Keefe,Cascina Liuzzi 2012 Sil Nizza  (Barbera d'Asti Superiore),90
28165,Kerin Oâ€™Keefe,Chiara Boschis - E. Pira e Figli 2011 Via Nuova  (Barolo),90
28174,Kerin Oâ€™Keefe,Cantina del Nebbiolo 2011  Barolo,90
28176,Kerin Oâ€™Keefe,Clavesana 2011 Olo  (Barolo),90
28182,Kerin Oâ€™Keefe,Luigi Oddero & Figli 2009 Rocche Rivera  (Barolo),90
28183,Kerin Oâ€™Keefe,Luigi Pira 2011 Margheria  (Barolo),90
28188,,Castellani Michele & Figli 2004 Cinque Stelle Ca' del Pipa  (Amarone della Valpolicella Classico),92
28189,,Castellani Michele & Figli 2004 Colle Cristi Ca' del Pipa  (Amarone della Valpolicella Classico),92
28203,,Le Salette 2004 La Marega  (Amarone della Valpolicella Classico),91
28236,Kerin Oâ€™Keefe,Abbadia Ardenga 2010  Brunello di Montalcino,93
28244,Kerin Oâ€™Keefe,La Fortuna 2010  Brunello di Montalcino,93
28246,Kerin Oâ€™Keefe,Gianni Brunelli 2010  Brunello di Montalcino,93
28248,Kerin Oâ€™Keefe,Altesino 2010 Montosoli  (Brunello di Montalcino),93
28256,,Dorigati 2006 Grener Cabernet (Trentino),87
28258,,Abbazia di Novacella 2010 Kerner (Alto Adige),87
28261,,Cantina Produttori Bolzano S. Maddalena/Gries 2010 Pinot Grigio (Alto Adige),87
28263,,Pala 2010 Stellato  (Vermentino di Sardegna),87
28264,,Pala 2011 I Fiori  (Vermentino di Sardegna),87
28272,,Pala 2009 Silenzi Red (Isola dei Nuraghi),87
28273,,Sella & Mosca 2007 Riserva  (Cannonau di Sardegna),87
28274,,St. Pauls 2009 Gries Lagrein (Alto Adige),87
28283,,Abbazia di Novacella 2009 Praepositus GrÃ¼ner Veltliner (Alto Adige),87
28284,Kerin Oâ€™Keefe,Tommasi 2011 Rafael  (Valpolicella Classico Superiore),86
28290,Kerin Oâ€™Keefe,Cantina di Soave 2011 Cadis  (Valpolicella Ripasso),86
28291,Kerin Oâ€™Keefe,Cantina di Soave 2011 Le Poesie  (Valpolicella Ripasso),86
28296,Kerin Oâ€™Keefe,Giuseppe Lonardi 2010  Valpolicella Classico Superiore Ripasso,86
28309,Kerin Oâ€™Keefe,Bolla 2011 Le Poiane  (Valpolicella Classico Superiore Ripasso),86
28321,,Umani Ronchi 2005 Casal di Serra  (Verdicchio dei Castelli di Jesi Classico Superiore),87
28323,,Masi 2006 Serego Alighieri Possessioni White (Veneto),87
28327,,Cantina di Venosa 2005 Terre di Orazio Dry Muscat (Basilicata),86
28333,,Sergio Mottura 2005 Vigna Tragugnano  (Orvieto),86
28338,,Mezzacorona 2006 Chardonnay (Vigneti delle Dolomiti),86
28357,Kerin Oâ€™Keefe,Le Strie 2011  Sforzato di Valtellina,89
28362,Kerin Oâ€™Keefe,BarbÃ can 2013 Sol  (Valtellina Superiore),89
28376,,Montenisa NV RosÃ© Pinot Nero (Franciacorta),88
28377,,Villa Sandi NV Opere Trevigiane Brut RosÃ© Pinot Nero (Veneto),88
28388,Kerin Oâ€™Keefe,La Raia 2013 Vigna della Madonnina Riserva  (Gavi),88
28391,Kerin Oâ€™Keefe,Viticoltori Alto Adige 2012 Lagrein (Alto Adige),88
28398,Kerin Oâ€™Keefe,Garofoli 2010 Serra Fiorese Riserva  (Verdicchio dei Castelli di Jesi Classico),88
28399,Kerin Oâ€™Keefe,Le Senate 2013 Barbula Red (Marche),88
28406,Kerin Oâ€™Keefe,Belisario 2012 Meridia  (Verdicchio di Matelica),88
28414,Kerin Oâ€™Keefe,San Silvestro 2015 Parvo  (Roero),88
28420,,Giuseppe Cortese 2008 Nebbiolo (Langhe),86
28423,,Cascina La Ghersa 2009 PiagÃ¨  (Barbera d'Asti),86
28427,,Coppo 2009 L'Avvocata  (Barbera d'Asti),86
28441,,Pizzolato 2009 Terra Summa Merlot (Piave),83
28455,,Pizzolato 2009 Terra Summa Red (Piave),82
28467,Kerin Oâ€™Keefe,Castelfeder 2012 Lahn Kerner (Vigneti delle Dolomiti),90
28482,Kerin Oâ€™Keefe,La Viarte 2012 Ribolla Gialla (Colli Orientali del Friuli),90
28486,Kerin Oâ€™Keefe,Abbazia di Novacella 2012 GewÃ¼rztraminer (Alto Adige Valle Isarco),90
28487,Kerin Oâ€™Keefe,Abbazia di Novacella 2012 MÃ¼ller-Thurgau (Alto Adige Valle Isarco),90
28493,Kerin Oâ€™Keefe,Tenuta di Fraternita 2012 Priore  (Chianti),87
28494,Kerin Oâ€™Keefe,Tenuta La Gigliola 2013 San Enrico  (Chianti),87
28495,Kerin Oâ€™Keefe,Tenuta Santavenere 2012  Vino Nobile di Montepulciano,87
28497,Kerin Oâ€™Keefe,Uggiano 2009 Riserva  (Chianti),87
28498,Kerin Oâ€™Keefe,Viticoltori Senesi Aretini 2012 Celliere  (Chianti Colli Senesi),87
28500,Kerin Oâ€™Keefe,Val di Botte 2013  Chianti,87
28501,Kerin Oâ€™Keefe,Vecchia Cantina di Montepulciano 2013 Poggio Stella  (Chianti Colli Senesi),87
28507,Kerin Oâ€™Keefe,Monterotondo 2011 Seretina Riserva  (Chianti Classico),87
28511,Kerin Oâ€™Keefe,Podere Capaccia 2011 Riserva  (Chianti Classico),87
28513,Kerin Oâ€™Keefe,Selvapiana 2011 Vigneto Bucerchiale Riserva  (Chianti Rufina),87
28515,Kerin Oâ€™Keefe,Tenuta di Morzano 2010 Emilio  (Chianti Superiore),87
28516,Kerin Oâ€™Keefe,Barone Ricasoli 2013  Chianti,87
28520,Kerin Oâ€™Keefe,Fattoria Moretto 2013 Amabile  (Lambrusco Grasparossa di Castelvetro),85
28522,Kerin Oâ€™Keefe,Prinsi 2011 Sandrina Nebbiolo (Langhe),85
28529,Kerin Oâ€™Keefe,Parusso 2012 Nebbiolo (Langhe),85
28556,,Terra Jovia 2004 Primitivo (Gioia del Colle),82
28561,,Valle dell'Asso 2005 Terra S. Giovanni Primitivo (Salento),81
28578,,Fattoria Petrolo 1999  Vin Santo del Chianti,93
28582,,Pier 2001 Vila Riserva  (Barbaresco),83
28595,,Bricco dei Guazzi 2005 La Presidenta Red (Monferrato),83
28596,,Bricco dei Guazzi 2006  Barbera del Monferrato,83
28601,,Cennatoio 2003 Sogno dell'Uva Red (Toscana),90
28613,,I Balzini 2004 Black Label Red (Colli della Toscana Centrale),90
28615,,Lamborghini 2004 Torami Red (Umbria),90
28628,,Castello di Corbara 2005 Cabernet Sauvignon Cabernet Sauvignon (Lago di Corbara),90
28684,,Tinazzi 2010 CÃ  de' Rocchi  (Valpolicella),86
28697,Kerin Oâ€™Keefe,Bersano 2015  Roero,87
28700,Kerin Oâ€™Keefe,CÃ  dei Frati 2014 Brolettino  (Lugana),87
28701,Kerin Oâ€™Keefe,Cascina Chicco 2015 Anterisio  (Roero),87
28711,Kerin Oâ€™Keefe,Fattoria Coroncino 2013 Gaiospino  (Verdicchio dei Castelli di Jesi Classico Superiore),87
28715,Kerin Oâ€™Keefe,Garofoli 2014 Macrina  (Verdicchio dei Castelli di Jesi Classico Superiore),87
28717,Kerin Oâ€™Keefe,Peter Zemmer 2012 Riserva Lagrein (Alto Adige),86
28721,Kerin Oâ€™Keefe,Castellari Bergaglio 2014 Fornaci  (Gavi),86
28722,Kerin Oâ€™Keefe,Castellari Bergaglio 2014 Rolona del Comune di Gavi  (Gavi),86
28734,,Albino Armani NV Extra Dry  (Prosecco),84
28735,,Cantina di Puianello 2012 Primabolla  (Lambrusco Reggiano),84
28736,,Cantina di Sorbara 2012 Villa Badia  (Lambrusco di Sorbara),84
28738,,Dal Cero Tenuta di Corte Giacobbe 2011 Corte Giacobbe  (Soave),84
28741,,Foss Marai NV Extra Dry  (Prosecco),84
28745,,Natale Verga 2012 Pinot Grigio (Veneto),84
28748,,Stefano Berti 2011 Bartimeo Sangiovese (Romagna),84
28749,,Tenuta Villa Tavernago 2012 Il BalÃ²ss Cabernet Sauvignon (Colli Piacentini),84
28750,,TerrAmore 2011 Pinot Grigio (Veneto),84
28752,,ValdellÃ¶vo NV Zero Nove Brut  (Conegliano Valdobbiadene Prosecco Superiore),84
28758,Kerin Oâ€™Keefe,Alberto Voerzio 2011 La Serra  (Barolo),91
28776,Kerin Oâ€™Keefe,Cantina Santa Maddalena 2012 Taber Riserva Lagrein (Alto Adige),91
28785,Kerin Oâ€™Keefe,Scilio 2011 1815 Rosso  (Etna),88
28789,Kerin Oâ€™Keefe,Tenuta delle Terre Nere 2013 Rosato Nerello Mascalese (Etna),88
28790,Kerin Oâ€™Keefe,I Custodi 2013 Alnus Red (Etna),88
28797,Kerin Oâ€™Keefe,Vigna di Pettineo 2012 Frappato (Vittoria),88
28799,Kerin Oâ€™Keefe,Zisola 2011 Doppiozeta Red (Noto),88
28800,Kerin Oâ€™Keefe,Tenuta RapitalÃ  2012 Alto Nero Nero d'Avola (Sicilia),88
28801,Kerin Oâ€™Keefe,Tenuta RapitalÃ  2013 Vigna Casalj Classico Catarratto (Alcamo),88
28807,Kerin Oâ€™Keefe,Alliata 2013 Lorlando Nero d'Avola (Terre Siciliane),88
28837,Kerin Oâ€™Keefe,Scambia 2012 Ripuglie Red (Umbria),84
28840,Kerin Oâ€™Keefe,Fosso Corno 2013 Il Grande  (Montepulciano d'Abruzzo),86
28846,Kerin Oâ€™Keefe,Mamete Prevostini 2012 Albareda  (Sforzato di Valtellina),86
28848,Kerin Oâ€™Keefe,Masciarelli 2015 Rosato (Colline Teatine),86
28851,Kerin Oâ€™Keefe,Talamonti 2014 Tre Saggi  (Montepulciano d'Abruzzo),86
28865,Kerin Oâ€™Keefe,Illuminati Dino 2015 Spiano  (Montepulciano d'Abruzzo),86
28866,Kerin Oâ€™Keefe,Negro Lorenzo 2010 Metodo Classico  (Roero),86
28868,Kerin Oâ€™Keefe,Casa Catelli 2015 Organic  (Montepulciano d'Abruzzo),86
28871,Kerin Oâ€™Keefe,La Collina dei Lecci 2010 Riserva  (Brunello di Montalcino),87
28875,Kerin Oâ€™Keefe,Madonna Nera 2013 Red (Toscana),87
28878,Kerin Oâ€™Keefe,Pagani de Marchi 2012 Casa Nocera Merlot (Toscana),87
28879,Kerin Oâ€™Keefe,Perazzeta 2014 Sara Red (Toscana),87
28880,Kerin Oâ€™Keefe,Pieve de' Pitti 2011 Moro di Pava Sangiovese (Toscana),87
28881,Kerin Oâ€™Keefe,Podere San Cristoforo 2015 Ameri Sangiovese (Toscana),87
28882,Kerin Oâ€™Keefe,Massi di Mandorlaia 2013 Mandorlaia Riserva  (Morellino di Scansano),87
28883,Kerin Oâ€™Keefe,Fattoria Montellori 2011 Dicatum Sangiovese (Toscana),87
28890,Kerin Oâ€™Keefe,Fanti 2010 Vigna Le Macchiarelle Riserva  (Brunello di Montalcino),86
28894,Kerin Oâ€™Keefe,Poggio Nicchiaia 2015 Fiore del Borgo Vermentino (Toscana),86
28895,Kerin Oâ€™Keefe,Poggioventoso 2015 Rosato (Toscana),86
28898,Kerin Oâ€™Keefe,Vignamaggio 2013 Merlot (Toscana),86
28911,,Codirosso 2010  Chianti,83
28914,,Poggio alle Sughere 2008 Sangiovese (Toscana),83
28937,Kerin Oâ€™Keefe,Occhipinti 2013 Siccagno Nero d'Avola (Terre Siciliane),90
28938,Kerin Oâ€™Keefe,Palmento Costanzo 2012 Mofete  (Etna),90
28944,Kerin Oâ€™Keefe,Planeta 2015 Bianco Dry Moscato (Noto),90
28945,Kerin Oâ€™Keefe,Planeta 2015 Frappato (Vittoria),90
28964,,Agostino Vicentini 2011 Vigneto Terre Lunghe  (Soave),86
28969,,Tenuta di Angoris 2011 Villa Locatelli Pinot Bianco (Isonzo del Friuli),86
28972,,Cantina di Soave 2011 Re Midas Corvina (Venezie),86
29002,Kerin Oâ€™Keefe,Capoverso 2013 Syrah (Cortona),84
29011,,Santa Sofia 2008  Valpolicella Superiore Ripasso,87
29014,,Trabucchi d'Illasi 2006 Terra del Cereolo  (Valpolicella Superiore),87
29015,,Vaona 2007 Paverno  (Amarone della Valpolicella Classico),87
29016,,Antolini 2009  Valpolicella Classico Superiore Ripasso,87
29025,,Stefano Accordini 2007  Valpolicella Classico Superiore Ripasso,87
29027,,Latium di Morini 2008 Campo PrognÃ i  (Valpolicella Superiore),87
29031,,Giacosa Fratelli 2009 Vigna Basarin  (Barbaresco),90
29034,,Vigin 2009 Noemy  (Barbaresco),90
29035,,Virna Borgogno 2008 Preda Sarmassa  (Barolo),90
29037,,Rocca Felice 2009  Barbaresco,90
29038,,Negro Angelo e Figli 2007 Basarin Riserva  (Barbaresco),90
29040,,Pertinace 2009 Vigneto Nervo  (Barbaresco),90
29041,,Pietro Rinaldi 2008  Barolo,90
29042,,Produttori del Barbaresco 2007 Pora Riserva  (Barbaresco),90
29051,,Mauro Sebaste 2007 Monvigliero  (Barolo),90
29052,,Inalto 2006  Barolo,90
29054,,Giacomo Fenocchio 2008  Barolo,90
29055,,Grimaldi Bruna 2008 Camilla  (Barolo),90
29111,Kerin Oâ€™Keefe,Gemma 2011  Barolo,89
29113,Kerin Oâ€™Keefe,Ascheri 2013 Fontanelle  (Barbera d'Alba),89
29115,Kerin Oâ€™Keefe,Bric Cenciurio 2008 Coste di Rose Riserva  (Barolo),89
29116,Kerin Oâ€™Keefe,Dosio 2011 Fossati  (Barolo),89
29121,Kerin Oâ€™Keefe,Pio Cesare 2011 Il Bricco  (Barbaresco),89
29123,Kerin Oâ€™Keefe,460 Casina Bric 2011 Bricco delle Viole  (Barolo),89
29124,Kerin Oâ€™Keefe,Borgogno F.lli Serio e Battista 2009 Cannubi Riserva  (Barolo),89
29126,Kerin Oâ€™Keefe,Olivero 2011 Bricco Rocca  (Barolo),89
29127,Kerin Oâ€™Keefe,Pelassa 2011  Barolo,89
29135,Kerin Oâ€™Keefe,Gancia 2011 CuvÃ©Ã¨ 24 mesi Metodo Classico Moscato (Asti),89
29144,,Corte Sant' Alda 2008  Amarone della Valpolicella,92
29149,,Quintarelli 2003  Valpolicella Classico Superiore,92
29160,,Brunelli 2007 Campo del TÃ¬tari Riserva  (Amarone della Valpolicella Classico),92
29162,,Trabucchi d'Illasi 2004 Riserva Cent'Anni  (Amarone della Valpolicella),92
29170,Kerin Oâ€™Keefe,Vestini Campagnano 2011 Casavecchia (Terre del Volturno),85
29184,Kerin Oâ€™Keefe,Feudi del Pisciotto 2011 Versace Nero d'Avola (Terre Siciliane),85
